frame,vo_x,vo_z,gps_x,gps_z,error_m
260,4.094563692885538,-17.940644086171712,3.756632535123275,-18.67870773311818,0.8117483688498945
261,4.1486241267657995,-18.065586420305817,3.811055879739909,-18.812617768041513,0.8197610358512675
262,4.208859469452994,-18.200908595682083,3.86547922435654,-18.946527802964837,0.8208885399318616
263,4.263343073340731,-18.336169865489726,3.919902568973174,-19.08043783788817,0.8196866442600684
264,4.324149062082048,-18.473425507921544,3.974325913589805,-19.21434787281149,0.8193547375924166
265,4.42221436115049,-18.649628336635217,4.028749258206439,-19.348257907734823,0.8018092446770563
266,4.507419587084264,-18.788171385021904,4.083172602823069,-19.482167942658148,0.8133982577223008
267,4.552415853647192,-18.91532249268168,4.137595947439704,-19.616077977581476,0.8143302795568514
268,4.591602483150024,-19.043256895489897,4.192019292056335,-19.7499880125048,0.8118716637263241
269,4.63432104905579,-19.174483755815142,4.246442636672969,-19.883898047428133,0.8085284781239178
270,4.68516450769919,-19.307793452619016,4.300865981289599,-20.017808082351458,0.8073451132165717
271,4.731865814102111,-19.44460531465826,4.355289325906233,-20.15171811727479,0.8011356733326397
272,4.776248966659853,-19.57969906127124,4.409712670522865,-20.28562815219811,0.7954148212113368
273,4.831430700123024,-19.713121636006026,4.464136015139498,-20.419538187121443,0.7961970417597317
274,4.899453801570141,-19.848078277722564,4.518559359756129,-20.553448222044768,0.801640402024447
275,4.9400076497824,-20.0685845681953,4.562402691435349,-20.67404623720817,0.713561025569734
276,4.994956792980559,-20.18056133027436,4.602313144152662,-20.78969581206587,0.724716394096541
277,5.032254292994789,-20.295076158608403,4.642223596869977,-20.905345386923575,0.7242599498439777
278,5.081642064247154,-20.406917325007306,4.68213404958729,-21.020994961781277,0.7325967497630399
279,5.112867819048685,-20.521882189839005,4.722044502304605,-21.136644536638983,0.7284748505980558
280,5.1589073512219725,-20.621141962454352,4.761954955021919,-21.25229411149668,0.7456032725851696
282,5.193462743888623,-20.76001589287459,4.841775860456549,-21.483593261212096,0.8045171669693536
283,5.226822274986047,-20.905333396970533,4.881686313173862,-21.599242836069795,0.7750026721289891
284,5.238277731453143,-21.040373810258757,4.921596765891177,-21.7148924109275,0.7451591619227259
285,5.242961899702512,-21.208724100675408,4.9615072186084905,-21.830541985785203,0.6825497928738649
286,5.310976039868709,-21.31803510824248,5.001417671325806,-21.94619156064291,0.7002905912742484
287,5.337030642390351,-21.42576383861769,5.041328124043119,-22.061841135500607,0.7014515713623951
289,5.396489236617999,-21.557289293297135,5.121149029477746,-22.293140285216015,0.7856773587014185
291,5.46017789808455,-21.712134759904043,5.200969934912375,-22.52443943493142,0.8526591659292713
292,5.501113843414415,-21.909508670496816,5.24088038762969,-22.64008900978913,0.7755443789172428
293,5.552881262543034,-22.041486288128308,5.280790840347003,-22.755738584646828,0.764322929744224
294,5.61632839691148,-22.17907039026532,5.320701293064318,-22.871388159504534,0.7527943132977438
295,5.645621290670892,-22.31190605980644,5.360611745781632,-22.987037734362232,0.7328255035589936
296,5.663050625848879,-22.448199060199553,5.400522198498947,-23.10268730921994,0.7051780223976093
297,5.711000873266161,-22.56964398738036,5.44043265121626,-23.21833688407764,0.7028581912510895
298,5.765768026833395,-22.69282424038326,5.480343103933575,-23.333986458935346,0.7018236082599396
299,5.8125192906934595,-22.810409056645312,5.520253556650888,-23.44963603379305,0.702872952679839
300,5.861185137085255,-22.92834547245937,5.560164009368203,-23.565285608650754,0.7044902103106507
301,5.907832554265001,-23.041201775970606,5.600074462085517,-23.680935183508453,0.7099111747408549
302,5.95224088539391,-23.157425965840265,5.639984914802832,-23.79658475836616,0.7113562772851132
303,5.980771412503018,-23.36546540232077,5.679895367520144,-23.91223433322386,0.6240854574859489
304,6.01893075700503,-23.552993123548582,5.71980582023746,-24.027883908081566,0.5612459220614048
305,6.064616606465387,-23.630157446070367,5.767101977370033,-24.146631104663168,0.5960369070334315
306,6.114294971153173,-23.714961528454907,5.836038213878236,-24.27445431840063,0.624867189865503
307,6.160668050787568,-23.905657187777702,5.904974450386436,-24.40227753213808,0.5585794336696556
308,6.215982057147758,-23.986389451145453,5.973910686894639,-24.53010074587554,0.5951642801053258
310,6.276005371865028,-24.107949166529767,6.111783159911042,-24.78574717335045,0.6974088276966041
311,6.35281252461048,-24.219730593080055,6.180719396419245,-24.91357038708791,0.7148634166884649
312,6.418847489280554,-24.33899419936452,6.249655632927444,-25.041393600825362,0.7224893102522413
313,6.477331088120667,-24.46119264794682,6.3185918694356475,-25.16921681456282,0.7256006891266095
314,6.557110803705264,-24.572949227883832,6.387528105943847,-25.297040028300273,0.743683923873417
315,6.617829484551474,-24.772993689335895,6.45646434245205,-25.42486324203773,0.6715449521993735
316,6.676725620530442,-24.96187920224577,6.52540057896025,-25.552686455775184,0.6098790691843688
317,6.753921167884762,-25.054050092166413,6.594336815468452,-25.68050966951264,0.6464663700340089
318,6.826474839693539,-25.14906529064366,6.663273051976652,-25.808332883250095,0.6791675656088668
319,6.910317557165221,-25.25553786423198,6.732209288484855,-25.936156096987553,0.7035365904710557
320,6.988806089129941,-25.360080950690186,6.801145524993054,-26.063979310725006,0.7284843090910634
321,7.049530607036948,-25.48209168244712,6.8700817615012575,-26.191802524462464,0.732046014563443
322,7.106464982194742,-25.589134014513412,6.939017998009457,-26.319625738199917,0.7494375563629225
323,7.192515434505757,-25.702501223947905,7.00795423451766,-26.447448951937375,0.7674698391322741
324,7.2561978526760855,-25.845657075495748,7.07689047102586,-26.57527216567483,0.7513250407987798
325,7.338716865546708,-25.96614350172849,7.145826707534063,-26.703095379412286,0.7617773185648266
326,7.417716918579844,-26.088752115549457,7.2147629440422625,-26.83091859314974,0.7694162698138188
327,7.522786750045444,-26.222245901457566,7.283699180550466,-26.958741806887197,0.7743313790630139
328,7.603707650045775,-26.343428608154387,7.352635417058664,-27.086565020624647,0.7844035910909021
329,7.71352872473667,-26.48075162327563,7.421571653566868,-27.214388234362108,0.7895958513901279
330,7.7866536526203936,-26.606017407849244,7.490507890075067,-27.34221144809956,0.7935262929315196
331,7.8505987775831105,-26.728640584096684,7.55944412658327,-27.47003466183702,0.7965150402266615
332,7.926827858707671,-26.853707665083466,7.62838036309147,-27.59785787557447,0.8017670755358985
333,7.991533605586189,-26.9830187456114,7.697316599599673,-27.72568108931193,0.7988185046444745
334,8.068611154314612,-27.114781369018804,7.766252836107876,-27.853504303049387,0.7982055661617248
335,8.13746755558822,-27.25457522203062,7.835189072616076,-27.98132751678684,0.7871093819802769
336,8.218991365961045,-27.385416351239638,7.909784600819866,-28.113897831709444,0.7913874468277555
337,8.28966030390185,-27.521006253041975,7.9859772832854405,-28.24780786426754,0.7876953466225274
338,8.358265291135707,-27.654811471278258,8.06216996575102,-28.38171789682564,0.7848983330449478
339,8.421587464769779,-27.78803372406516,8.138362648216594,-28.515627929383733,0.7807750151770694
340,8.502250071335695,-27.913782497321275,8.214555330682174,-28.649537961941835,0.7900027642475137
341,8.564999877863452,-28.13767171130673,8.290748013147748,-28.78344799449993,0.7015989546990963
342,8.638062030756265,-28.3385550955041,8.366940695613328,-28.917358027058032,0.6391553895142531
343,8.703073580204443,-28.449535235492107,8.443133378078903,-29.051268059616124,0.65547791748413
344,8.765315526743674,-28.56490214598204,8.519326060544481,-29.185178092174226,0.6672728579116469
345,8.842778879788138,-28.67313979225628,8.595518743010057,-29.31908812473232,0.6916551333345937
346,8.903417360995649,-28.796562162828433,8.671711425475635,-29.45299815729042,0.6961291944606991
347,8.992694842923152,-28.93410196538997,8.74790410794121,-29.586908189848515,0.6971932806796252
348,9.0431943111764,-29.058736312149364,8.82409679040679,-29.720818222406617,0.6973924142814312
349,9.14858289441628,-29.195131240506203,8.900289472872364,-29.854728254964712,0.7047821256704538
350,9.186172518891958,-29.379637373383733,8.976482155337944,-29.98863828752281,0.6440901815659406
352,9.331574349410417,-29.554876607241745,9.128867520269097,-30.256458352639008,0.7302787166932899
353,9.41247906265648,-29.67974733754866,9.205060202734671,-30.3903683851971,0.7402735013575937
354,9.503377616763343,-29.80207268223418,9.281252885200251,-30.524278417755202,0.7555928273822063
355,9.593819064624975,-29.931491969290526,9.357445567665826,-30.658188450313297,0.7641728898590783
356,9.652126194567202,-30.148938673292246,9.433638250131406,-30.792098482871396,0.67925806768979
357,9.730648480138969,-30.251976467113007,9.50983093259698,-30.92600851542949,0.7092810384186039
358,9.805696615674774,-30.36152022617942,9.58602361506256,-31.059918547987593,0.7321314384060063
362,9.909755169123082,-30.560784302846084,9.890794344924867,-31.595558678219984,1.0349480763713317
363,10.006052984332898,-30.752127781287975,9.966987027390445,-31.729468710778082,0.9781213838008131
364,10.104879739527199,-30.933077081030934,10.043179709856021,-31.863378743336177,0.9323454706005299
366,10.225104482886884,-31.128868859337917,10.196672930447981,-32.129340235124424,1.000875280413215
367,10.329551386952378,-31.314281457078785,10.276493835882565,-32.257163447281094,0.9443736290120524
368,10.424180627356826,-31.49092124457323,10.356314741317146,-32.38498665943776,0.8966374655036623
369,10.522176864341068,-31.650025167707987,10.43613564675173,-32.51280987159443,0.8670643207886415
370,10.608227343720879,-31.811067723363124,10.51595655218631,-32.6406330837511,0.8346811284113504
371,10.71082052803407,-31.97552575638156,10.595777457620894,-32.76845629590777,0.8012326432213134
372,10.80478945041899,-32.12809407611356,10.675598363055474,-32.89627950806443,0.7789731670062265
373,10.908213757557212,-32.273186226403965,10.755419268490058,-33.0241027202211,0.7663039452958037
374,11.030287760849172,-32.436129652812305,10.835240173924639,-33.151925932377765,0.7418947870182382
375,11.12173395838842,-32.63704573566117,10.915061079359225,-33.279749144534435,0.6751158054019577
376,11.204350002633769,-32.759277074893944,10.994881984793803,-33.4075723566911,0.6812955473935338
378,11.294711411676252,-32.90829114446653,11.154523795662968,-33.66321878100443,0.7678335132645538
379,11.379505869688977,-33.05307832016726,11.234344701097553,-33.7910419931611,0.7521051439296175
380,11.46554949385012,-33.26936061072101,11.314165606532132,-33.918865205317765,0.6669132625325437
381,11.511683057442774,-33.42916904246815,11.393986511966718,-34.046688417474435,0.6286355504782928
383,11.655714327911081,-33.63420323768893,11.553628322835882,-34.30233484178777,0.6758856359088433
384,11.754618767050205,-33.76494533935593,11.633449228270466,-34.43015805394444,0.6761582749462614
385,11.88212561743178,-33.89394680885961,11.713270133705047,-34.5579812661011,0.6851670853073664
386,11.97314886423801,-34.039474246451206,11.79309103913963,-34.68580447825778,0.6709423141569598
388,12.10260584909146,-34.18356995055607,11.952732850008795,-34.94145090257111,0.77255773459416
389,12.213508864967823,-34.31690769777383,12.032553755443375,-35.069274114727776,0.7738216700397614
390,12.300072527920305,-34.45744340807995,12.11237466087796,-35.197097326884446,0.7630979025623704
391,12.42270729462569,-34.60180643487618,12.19219556631254,-35.32492053904111,0.7589661814153262
393,12.542117093973337,-34.816136899938556,12.351837377181704,-35.58056696335444,0.7877561123065441
394,12.634164579125947,-35.05219743554097,12.431658282616288,-35.70839017551111,0.6867297227553092
395,12.751352793315608,-35.25077791554009,12.511479188050869,-35.836213387667776,0.6326721414192892
396,12.839731526514436,-35.440957007927246,12.591300093485453,-35.964036599824446,0.5790772283350264
397,12.98011980369274,-35.598262818420594,12.650020979735139,-36.06151862762296,0.56883317267713
399,13.072005048043017,-35.680668765061725,12.75886766896057,-36.2441232154914,0.6446207690476867
400,13.14421694590586,-35.77274613959259,12.813291013573286,-36.33542550942562,0.652778711299531
401,13.23290256265092,-35.86671660766755,12.867714358186,-36.42672780335983,0.6685618624936767
402,13.29638955659265,-36.01656691908023,12.922137702798715,-36.51803009729406,0.6257233966957831
403,13.369693247075274,-36.09726756329544,12.976561047411428,-36.60933239122827,0.6455720830537942
404,13.438238142634388,-36.22141054944526,13.030984392024145,-36.70063468516249,0.6288969626576659
406,13.511545273175429,-36.311431534551865,13.139831081249575,-36.88323927303093,0.6820084532200714
407,13.591442757853567,-36.408830140523804,13.194254425862288,-36.974541566965144,0.691222098226257
408,13.643836600929282,-36.55549221630176,13.248677770475004,-37.06584386089936,0.6454527886913756
409,13.693366542745645,-36.71658798638994,13.303101115087717,-37.15714615483358,0.5885563726674309
412,13.774167899406894,-36.79898465737651,13.466371148925864,-37.43105303663624,0.7030286449830545
416,13.87457683719891,-37.00412609221486,13.684064527376723,-37.796262212373115,0.8147236175864532
417,13.968681962529832,-37.12045063466555,13.73848787198944,-37.887564506307335,0.8009076172599209
418,14.061946275666521,-37.22892005265098,13.792911216602153,-37.97886680024155,0.7967433634662059
420,14.137899766745747,-37.44537767869005,13.901757905827584,-38.16147138810999,0.7540246542048199
421,14.218348383323205,-37.63514192428594,13.956181250440299,-38.25277368204421,0.6709698903494934
422,14.307561764765786,-37.7172676844524,14.010604595053014,-38.34407597597843,0.6935936814660258
423,14.4259066749957,-37.867607044425455,14.065027939665729,-38.43537826991265,0.672753763352229
424,14.521090717247446,-38.00640143841304,14.119451284278442,-38.52668056384686,0.6572705702203927
425,14.604152306653097,-38.07285905587857,14.17387462889116,-38.61798285778109,0.6944773857951483
426,14.655700794674893,-38.13715803149694,14.228297973503873,-38.7092851517153,0.7141446724819155
427,14.685181755893943,-38.30300091691775,14.286598812936314,-38.798419110261904,0.6358518292127081
428,14.730837731845492,-38.36824349174972,14.351906826475417,-38.88363458424847,0.6397004058710882
430,14.796665026920149,-38.443094140576534,14.48252285355363,-39.05406553222161,0.6870017077825619
431,14.860719979052421,-38.51646818397311,14.547830867092738,-39.13928100620818,0.6969902495181195
432,14.927459355368594,-38.59363111778388,14.613138880631842,-39.22449648019475,0.7048322256597941
433,14.969727673399872,-38.673611429290084,14.67844689417095,-39.309711954181324,0.6996201613126366
434,15.019810483048216,-38.76207179704955,14.743754907710054,-39.39492742816789,0.6904440096875888
435,15.085103106275351,-38.83621957599913,14.809062921249161,-39.48014290215446,0.7005964842305721
436,15.139717002005805,-38.918608204999174,14.87437093478827,-39.565358376141035,0.6990667487871512
437,15.206486388631637,-39.00506893034059,14.939678948327375,-39.6505738501276,0.6984717687000273
438,15.227514343708508,-39.16667654856058,15.004986961866482,-39.73578932411417,0.6110710163047987
439,15.299719961119646,-39.25622769018098,15.070294975405586,-39.821004798100745,0.6095974128062818
440,15.362555074144606,-39.39647512916836,15.135602988944694,-39.90622027208731,0.5579850891431156
441,15.408138600354244,-39.45903656026543,15.200911002483798,-39.99143574607388,0.5713074219443127
442,15.44099902858258,-39.511645982881575,15.266219016022905,-40.076651220060455,0.5914211450649383
443,15.498014122650298,-39.626041351076296,15.331527029562011,-40.16186669404702,0.5610942437190769
444,15.502742225913956,-39.70256648840521,15.396835043101119,-40.24708216803359,0.5547194396562203
445,15.557060548455343,-39.73561105240297,15.462143056640222,-40.33229764202016,0.6041888913919726
446,15.616963850652649,-39.79379990003756,15.52745107017933,-40.41751311600673,0.6301037324462274
448,15.696407140529443,-39.851811403456615,15.658067097257542,-40.587944063979876,0.7371304177736429
449,15.761017744620492,-39.92957797959943,15.723375110796646,-40.67315953796644,0.7445337479420998
450,15.832018403456924,-40.03966681533554,15.788683124335755,-40.758375011953014,0.7200134848054208
451,15.92676008815538,-40.11723920832611,15.853991137874859,-40.84359048593958,0.7299873277089441
452,15.978141658406969,-40.282758431023204,15.919299151413966,-40.92880595992615,0.6487217047631645
453,16.048707426729525,-40.35101735182257,15.98460716495307,-41.014021433912724,0.6660955310073907
454,16.11857981759376,-40.41969719138895,16.049915178492178,-41.0992369078993,0.6830000431756316
455,16.229791217714773,-40.498237072589895,16.115223192031284,-41.18445238188586,0.6957135065680217
456,16.24317990042202,-40.59652403011391,16.18053120557039,-41.269667855872434,0.6760528597110088
457,16.301847988927317,-40.665132751890305,16.245839219109495,-41.354883329859,0.6920208393572082
458,16.353309360431957,-40.736631042979724,16.304749370517303,-41.4508320557124,0.7158499557930327
459,16.43171805198048,-40.89099064487961,16.362800938106737,-41.548221168398484,0.6608339652511686
460,16.532426457041932,-41.006456966228626,16.420852505696175,-41.64561028108458,0.6488187008018949
461,16.60881152874828,-41.06827170850235,16.478904073285616,-41.742999393770674,0.6871196375103341
462,16.6945111747451,-41.15667635366734,16.53695564087505,-41.84038850645676,0.7016309956986059
463,16.756100337387288,-41.216925278029215,16.595007208464487,-41.93777761914286,0.7386332607425389
464,16.83387930426287,-41.28968803134159,16.653058776053925,-42.035166731828944,0.7670948808994068
466,16.904661543769887,-41.3839118743878,16.7691619112328,-42.22994495720113,0.8568151070285287
467,16.99802876273908,-41.48205246024624,16.827213478822237,-42.32733406988722,0.862368170108826
468,17.06848242134653,-41.6725033273989,16.885265046411675,-42.42472318257331,0.7742114162143499
469,17.193729462861253,-41.800875590253895,16.943316614001112,-42.5221122952594,0.7634716625530021
470,17.249888698875782,-41.87713255326467,17.001368181590546,-42.61950140794549,0.7828626724476221
471,17.304512624506145,-42.02381037732783,17.059419749179987,-42.71689052063158,0.7351398523938111
472,17.357099493731567,-42.08925220342186,17.11747131676942,-42.81427963331767,0.7636009673222827
473,17.409640538201007,-42.19918940511244,17.17552288435886,-42.91166874600376,0.7499585902151414
474,17.47569901552431,-42.35293565005803,17.233574451948297,-43.00905785868985,0.6993716157714536
475,17.48358546712255,-42.44596063180568,17.291626019537734,-43.106446971375945,0.6878158432865521
477,17.56264857577291,-42.51896344935775,17.40772915471661,-43.30122519674813,0.7974543676290632
478,17.64405235017637,-42.599129952192314,17.465780722306043,-43.398614309434215,0.8191190455471248
480,17.711998409553477,-42.730975282443026,17.581883857484918,-43.5933925348064,0.8721773408166422
481,17.782938896795137,-42.83443833694584,17.63993542507436,-43.69078164749249,0.868201507970472
482,17.865993695591726,-42.97839677996901,17.697986992663793,-43.78817076017858,0.8270188336750041
484,17.953011799428598,-43.092237962011964,17.81409012784267,-43.98294898555076,0.9014795384753682
485,18.04616451480617,-43.20307217176438,17.872141695432106,-44.08033809823685,0.8943597975157959
486,18.107009749426258,-43.3400689919407,17.930193263021543,-44.17772721092294,0.856116441667259
487,18.208178140409036,-43.452585719125224,17.988244830610984,-44.27511632360904,0.8514266005189396
488,18.25878465632088,-43.56152732179879,18.037433552901327,-44.37002733872823,0.8382532960626833
489,18.307295344425306,-43.66190047480248,18.073715782645678,-44.46132963151321,0.832854361986771
490,18.378345298361033,-43.75669260137489,18.109998012390033,-44.55263192429819,0.8399581368518361
491,18.398255324472483,-43.855799213644644,18.14628024213439,-44.643934217083185,0.8274347259840843
492,18.44984332877105,-43.95702594038356,18.182562471878743,-44.735236509868166,0.8228309345902359
493,18.461700584551608,-44.07710719425402,18.218844701623098,-44.82653880265315,0.7877986516494488
494,18.502440468467476,-44.1622132591898,18.25512693136745,-44.917841095438135,0.7950706965712356
495,18.53627492149569,-44.25463241947972,18.291409161111808,-45.00914338822312,0.7932503025921172
496,18.5452609513247,-44.43667399154997,18.327691390856163,-45.100445681008104,0.6985194123061812
497,18.57785343564134,-44.515802896186266,18.363973620600515,-45.19174797379309,0.7089755448693534
498,18.607850777348435,-44.60023364471449,18.40025585034487,-45.28305026657807,0.7136765323385708
499,18.639731985969632,-44.68969969026309,18.43653808008923,-45.37435255936306,0.7141689677896652
500,18.660065217371674,-44.85376120969127,18.47282030983358,-45.46565485214805,0.6399019339539243
501,18.682356750156174,-44.90690773850918,18.509102539577935,-45.55695714493303,0.6727415939832205
502,18.698202748557573,-44.96787028441351,18.54538476932229,-45.64825943771801,0.6973397555797134
503,18.768873953725006,-45.04457202368762,18.581666999066645,-45.739561730503006,0.71976186093165
504,18.797348900180666,-45.12311810652809,18.617949228811,-45.83086402328799,0.7301291151418711
505,18.79562712610978,-45.19529692925749,18.654231458555355,-45.92216631607297,0.7404943215803027
506,18.797454203448524,-45.2679979742676,18.690513688299706,-46.01346860885795,0.7531020786167237
507,18.823619935883276,-45.33995740421071,18.726795918044065,-46.104770901642944,0.7709180087953951
508,18.881799809866802,-45.425070569520834,18.76307814778842,-46.196073194427925,0.7800896619365479
509,18.880774356230663,-45.51984161786744,18.79936037753277,-46.287375487212906,0.771839670216451
510,18.92715420463867,-45.60980107594322,18.835642607277126,-46.37867777999789,0.7743034020909656
511,18.964082873506626,-45.69926541804148,18.871924837021485,-46.46998007278288,0.7762049875657578
512,18.999187681835004,-45.793678573741516,18.908207066765836,-46.56128236556786,0.7729767483854533
513,19.01828145702571,-45.87683238962284,18.94448929651019,-46.65258465835285,0.7792540441943855
514,19.05472154457441,-45.97834275230524,18.98077152625455,-46.74388695113784,0.76910761638132
515,19.094559213683734,-46.07297333754326,19.0170537559989,-46.83518924392282,0.7661463201692927
516,19.125730621968007,-46.16277223160039,19.053335985743256,-46.92649153670781,0.7671428552413603
517,19.15708946518286,-46.26888144289264,19.089618215487608,-47.01779382949279,0.7519455647442614
518,19.204815548538587,-46.3671715924755,19.125900445231967,-47.109096122277776,0.7461096443903018
519,19.250559423868125,-46.461087392686785,19.16556624864697,-47.20607480290685,0.7498200325548586
520,19.29870888850131,-46.565519917323904,19.205476701360336,-47.30346391476587,0.7438101801398789
521,19.309785697062747,-46.669071180245346,19.245387154073704,-47.400853026624894,0.7346099938265006
522,19.340745752892204,-46.7759029906812,19.285297606787072,-47.49824213848393,0.7244641753426235
523,19.385852252148133,-46.8769271959724,19.32520805950044,-47.595631250342954,0.7212580924125317
524,19.430105336927795,-46.975075409957945,19.365118512213805,-47.69302036220198,0.7208801854948523
525,19.486335504388332,-47.146766153506114,19.40502896492717,-47.79040947406099,0.6487584122414607
526,19.521590511666794,-47.21639579768939,19.44493941764054,-47.88779858592003,0.6757640818061467
527,19.52177881514177,-47.307270219118486,19.484849870353905,-47.985187697779054,0.6789225691024321
528,19.548899023827264,-47.39063282537284,19.52476032306727,-48.08257680963808,0.6923648996268013
529,19.537142616292336,-47.5103028923792,19.564670775780638,-48.1799659214971,0.670228596922105
530,19.578099946147777,-47.59243464831437,19.604581228494006,-48.27735503335613,0.6854321207533672
531,19.602081328657516,-47.6781296011919,19.64449168120737,-48.37474414521515,0.697904335097677
532,19.650335481402387,-47.779197717615006,19.684402133920738,-48.47213325707418,0.6937724401123025
533,19.67038846236345,-47.85976372824367,19.724312586634102,-48.5695223689332,0.7118041438568649
534,19.702229730115402,-47.949184874140265,19.76422303934747,-48.66691148079223,0.7203989535567686
