Magnetic Field X [µT],Magnetic Field Y [µT],Magnetic Field Z [µT],Sample time [seg]
-90.13901,-105.55701,-175.304,2025-02-16 16:31:02.641
-89.727005,-104.23801,-174.899,2025-02-16 16:31:02.648
-89.859,-104.451004,-172.95001,2025-02-16 16:31:02.656
-89.576004,-105.699005,-172.85701,2025-02-16 16:31:02.664
-89.629005,-105.170006,-172.54901,2025-02-16 16:31:02.673
-89.864006,-104.44701,-172.15001,2025-02-16 16:31:02.679
-91.104004,-105.107,-173.21901,2025-02-16 16:31:02.688
-91.298004,-105.132,-174.145,2025-02-16 16:31:02.697
-91.108,-105.219,-174.01302,2025-02-16 16:31:02.704
-90.842,-105.507,-173.29301,2025-02-16 16:31:02.712
-90.009,-104.995,-172.58401,2025-02-16 16:31:02.719
-89.297005,-104.82201,-173.007,2025-02-16 16:31:02.728
-88.90501,-104.89101,-173.32,2025-02-16 16:31:02.736
-89.41601,-106.107,-172.59401,2025-02-16 16:31:02.744
-90.05801,-105.531006,-172.44101,2025-02-16 16:31:02.752
-89.796005,-104.872,-173.15001,2025-02-16 16:31:02.760
-89.726006,-105.298004,-174.492,2025-02-16 16:31:02.768
-90.04301,-105.428,-173.24701,2025-02-16 16:31:02.776
-90.246,-106.505005,-172.28001,2025-02-16 16:31:02.784
-90.817,-106.358,-173.697,2025-02-16 16:31:02.792
-90.161,-105.65401,-173.46901,2025-02-16 16:31:02.800
-89.146,-105.454,-174.44601,2025-02-16 16:31:02.809
-89.15401,-106.622,-174.147,2025-02-16 16:31:02.815
-89.581,-106.87,-173.016,2025-02-16 16:31:02.823
-88.914,-106.175,-174.50201,2025-02-16 16:31:02.832
-88.332,-106.33201,-174.684,2025-02-16 16:31:02.841
-89.287,-106.836006,-172.19801,2025-02-16 16:31:02.848
-89.27901,-105.66601,-172.38301,2025-02-16 16:31:02.856
-88.27901,-104.62401,-174.55501,2025-02-16 16:31:02.864
-88.560005,-106.674,-174.906,2025-02-16 16:31:02.874
-88.962006,-106.711006,-174.47202,2025-02-16 16:31:02.881
-88.657005,-105.395004,-172.817,2025-02-16 16:31:02.888
-88.274,-105.45801,-171.87401,2025-02-16 16:31:02.896
-88.636,-105.18301,-173.171,2025-02-16 16:31:02.906
-89.164,-104.494,-173.70401,2025-02-16 16:31:02.912
-89.117004,-105.961006,-171.09601,2025-02-16 16:31:02.921
-89.509,-107.067,-171.74101,2025-02-16 16:31:02.928
-89.520004,-106.228004,-173.39401,2025-02-16 16:31:02.936
-88.130005,-106.08301,-172.17001,2025-02-16 16:31:02.945
-88.437004,-106.22201,-172.524,2025-02-16 16:31:02.952
-89.948006,-106.475006,-172.14801,2025-02-16 16:31:02.960
-90.15201,-106.607,-172.95401,2025-02-16 16:31:02.967
-89.614006,-107.303,-173.792,2025-02-16 16:31:02.976
-89.522,-107.40201,-174.12401,2025-02-16 16:31:02.985
-89.984,-105.962006,-174.46901,2025-02-16 16:31:02.991
-90.188,-105.977005,-173.79501,2025-02-16 16:31:03.000
-89.984,-107.021,-173.947,2025-02-16 16:31:03.007
-89.90301,-107.226006,-173.93001,2025-02-16 16:31:03.016
-89.899,-107.114006,-173.136,2025-02-16 16:31:03.024
-89.68001,-105.705,-172.177,2025-02-16 16:31:03.032
-89.379005,-105.676,-172.38802,2025-02-16 16:31:03.040
-88.845,-106.37,-172.656,2025-02-16 16:31:03.048
-88.894005,-105.84601,-173.14801,2025-02-16 16:31:03.055
-89.517006,-106.116005,-172.485,2025-02-16 16:31:03.064
-89.775,-105.603004,-171.389,2025-02-16 16:31:03.073
-89.406006,-104.94,-173.235,2025-02-16 16:31:03.080
-90.314,-106.312004,-174.24,2025-02-16 16:31:03.088
-90.98801,-106.05501,-173.61201,2025-02-16 16:31:03.096
-90.813,-106.246,-172.90302,2025-02-16 16:31:03.103
-90.55601,-106.758,-173.77101,2025-02-16 16:31:03.111
-90.146,-105.551,-174.27501,2025-02-16 16:31:03.121
-90.170006,-105.76201,-173.578,2025-02-16 16:31:03.127
-90.25101,-105.55701,-173.595,2025-02-16 16:31:03.136
-90.304,-105.03001,-173.40201,2025-02-16 16:31:03.144
-90.05,-105.538,-173.69801,2025-02-16 16:31:03.151
-90.65301,-106.65401,-172.64001,2025-02-16 16:31:03.161
-90.72201,-106.344,-173.00601,2025-02-16 16:31:03.168
-89.29301,-105.885,-173.171,2025-02-16 16:31:03.177
-88.810005,-106.99801,-171.701,2025-02-16 16:31:03.187
-88.924,-107.227005,-172.49501,2025-02-16 16:31:03.192
-89.559006,-107.718,-172.96301,2025-02-16 16:31:03.199
-89.22,-107.259,-172.96901,2025-02-16 16:31:03.208
-89.023,-107.23701,-172.615,2025-02-16 16:31:03.216
-89.594,-108.034004,-172.031,2025-02-16 16:31:03.224
-89.677,-106.883,-173.593,2025-02-16 16:31:03.231
-89.103004,-106.088005,-174.63301,2025-02-16 16:31:03.240
-87.855,-106.494,-174.186,2025-02-16 16:31:03.247
-88.06901,-106.733,-175.1,2025-02-16 16:31:03.255
-89.622,-106.352005,-174.651,2025-02-16 16:31:03.264
-89.9,-106.05401,-173.54301,2025-02-16 16:31:03.273
-90.032005,-106.383,-173.074,2025-02-16 16:31:03.281
-90.490005,-107.065,-172.94801,2025-02-16 16:31:03.288
-89.87701,-106.90201,-173.60501,2025-02-16 16:31:03.295
-90.40501,-107.274,-173.61601,2025-02-16 16:31:03.303
-90.148,-107.55401,-171.524,2025-02-16 16:31:03.312
-89.942,-106.365005,-171.582,2025-02-16 16:31:03.320
-90.286,-105.989006,-174.029,2025-02-16 16:31:03.328
-89.596,-106.02701,-174.09702,2025-02-16 16:31:03.336
-88.9,-105.956,-173.71301,2025-02-16 16:31:03.345
-89.145004,-106.51401,-174.039,2025-02-16 16:31:03.351
-89.094,-107.04001,-174.00401,2025-02-16 16:31:03.360
-88.504005,-108.149,-173.55602,2025-02-16 16:31:03.368
-88.854004,-107.65301,-173.723,2025-02-16 16:31:03.376
-88.990005,-107.034004,-174.56902,2025-02-16 16:31:03.384
-89.068,-107.892006,-174.52301,2025-02-16 16:31:03.391
-89.662,-108.9,-173.356,2025-02-16 16:31:03.399
-89.03001,-107.462006,-174.432,2025-02-16 16:31:03.408
-88.045006,-106.407005,-174.31801,2025-02-16 16:31:03.416
-89.357,-107.699005,-173.18001,2025-02-16 16:31:03.424
-89.83,-107.54001,-174.24901,2025-02-16 16:31:03.431
-88.606,-107.212006,-175.22,2025-02-16 16:31:03.440
-88.08301,-105.77601,-174.81601,2025-02-16 16:31:03.447
-87.89101,-105.75001,-173.66101,2025-02-16 16:31:03.456
-87.541,-107.30601,-172.973,2025-02-16 16:31:03.464
-88.188,-106.842,-173.615,2025-02-16 16:31:03.473
-87.873,-106.594,-172.923,2025-02-16 16:31:03.480
-87.41701,-107.086006,-173.66501,2025-02-16 16:31:03.487
-87.771,-107.76201,-174.21901,2025-02-16 16:31:03.495
-87.719,-108.174,-172.932,2025-02-16 16:31:03.504
-88.186005,-107.90401,-173.436,2025-02-16 16:31:03.512
-87.91901,-108.309006,-174.31001,2025-02-16 16:31:03.520
-87.843,-108.62501,-175.08601,2025-02-16 16:31:03.528
-88.07201,-107.79101,-174.12201,2025-02-16 16:31:03.535
-87.420006,-107.08301,-173.20801,2025-02-16 16:31:03.544
-87.582,-107.733,-172.60701,2025-02-16 16:31:03.551
-88.438,-107.281006,-171.889,2025-02-16 16:31:03.560
-87.69501,-106.788,-172.671,2025-02-16 16:31:03.568
-86.969,-106.51,-173.785,2025-02-16 16:31:03.576
-86.761,-107.55801,-174.509,2025-02-16 16:31:03.584
-86.399,-109.008,-174.17001,2025-02-16 16:31:03.591
-87.04,-107.37301,-174.65302,2025-02-16 16:31:03.600
-86.478004,-106.684006,-175.345,2025-02-16 16:31:03.609
-87.173004,-107.702,-174.07,2025-02-16 16:31:03.617
-87.642006,-107.43001,-174.23001,2025-02-16 16:31:03.624
-86.909004,-107.04401,-175.007,2025-02-16 16:31:03.631
-88.031006,-107.36301,-174.37401,2025-02-16 16:31:03.641
-89.185005,-106.942,-173.901,2025-02-16 16:31:03.649
-89.18201,-106.94501,-174.358,2025-02-16 16:31:03.656
-88.628006,-107.310005,-173.386,2025-02-16 16:31:03.664
-88.54101,-106.344,-173.324,2025-02-16 16:31:03.673
-89.08,-105.87601,-175.102,2025-02-16 16:31:03.679
-89.003006,-106.078,-174.628,2025-02-16 16:31:03.687
-88.814,-106.05,-173.016,2025-02-16 16:31:03.697
-88.984,-106.80801,-172.63802,2025-02-16 16:31:03.705
-89.117004,-107.13701,-172.05501,2025-02-16 16:31:03.712
-88.999,-106.911,-171.832,2025-02-16 16:31:03.721
-89.66601,-106.77601,-173.71301,2025-02-16 16:31:03.728
-90.344,-105.688,-175.99501,2025-02-16 16:31:03.735
-90.388,-105.053,-175.807,2025-02-16 16:31:03.744
-89.803,-106.156006,-174.445,2025-02-16 16:31:03.751
-89.59901,-107.08501,-173.11801,2025-02-16 16:31:03.760
-90.394005,-107.052,-172.371,2025-02-16 16:31:03.767
-90.464005,-106.856,-173.988,2025-02-16 16:31:03.776
-89.962006,-107.869,-173.895,2025-02-16 16:31:03.783
-90.65,-107.717,-172.576,2025-02-16 16:31:03.791
-92.121,-106.59701,-174.33801,2025-02-16 16:31:03.801
-91.05701,-106.921005,-174.93701,2025-02-16 16:31:03.809
-89.561005,-106.771,-174.62201,2025-02-16 16:31:03.816
-90.18301,-106.09701,-176.074,2025-02-16 16:31:03.824
-90.977005,-107.12501,-174.80501,2025-02-16 16:31:03.831
-90.142006,-107.559006,-172.438,2025-02-16 16:31:03.840
-89.97301,-106.91501,-174.067,2025-02-16 16:31:03.848
-90.350006,-106.743004,-174.67401,2025-02-16 16:31:03.856
-90.928,-106.47401,-173.46901,2025-02-16 16:31:03.863
-90.40301,-106.216,-174.48001,2025-02-16 16:31:03.873
-90.122,-106.4,-174.451,2025-02-16 16:31:03.880
-91.061005,-107.033005,-175.731,2025-02-16 16:31:03.888
-91.464005,-106.01,-175.81801,2025-02-16 16:31:03.896
-91.218,-105.452,-175.49301,2025-02-16 16:31:03.904
-91.59901,-106.33501,-174.77802,2025-02-16 16:31:03.912
-91.969,-105.938,-173.453,2025-02-16 16:31:03.921
-91.624,-104.54001,-176.37502,2025-02-16 16:31:03.928
-92.203,-104.50101,-178.01501,2025-02-16 16:31:03.936
-92.559006,-106.006004,-174.97401,2025-02-16 16:31:03.944
-93.004005,-106.469,-173.945,2025-02-16 16:31:03.952
-92.740005,-105.925,-176.248,2025-02-16 16:31:03.961
-93.332,-105.991005,-177.42601,2025-02-16 16:31:03.967
-94.275,-105.44401,-177.06201,2025-02-16 16:31:03.976
-93.54201,-104.942,-176.35901,2025-02-16 16:31:03.984
-93.04301,-104.893005,-176.33,2025-02-16 16:31:03.992
-92.827,-105.831,-176.83101,2025-02-16 16:31:04.001
-93.28001,-106.517006,-177.391,2025-02-16 16:31:04.008
-93.82001,-105.81901,-176.20901,2025-02-16 16:31:04.015
-94.053,-107.217,-175.11101,2025-02-16 16:31:04.023
-94.29301,-107.78001,-176.35,2025-02-16 16:31:04.032
-94.103004,-106.80701,-176.74,2025-02-16 16:31:04.041
-93.30501,-106.61301,-175.214,2025-02-16 16:31:04.047
-92.884,-106.244,-173.951,2025-02-16 16:31:04.056
-92.783005,-105.176,-174.695,2025-02-16 16:31:04.063
-92.420006,-104.62301,-176.992,2025-02-16 16:31:04.073
-92.26301,-105.02801,-176.272,2025-02-16 16:31:04.080
-92.965004,-105.095,-175.96901,2025-02-16 16:31:04.088
-92.37601,-105.143005,-175.815,2025-02-16 16:31:04.095
-92.16,-105.966,-174.83601,2025-02-16 16:31:04.104
-92.705,-105.493004,-175.70001,2025-02-16 16:31:04.111
-92.662,-105.184006,-177.889,2025-02-16 16:31:04.120
-92.78001,-106.469,-177.59001,2025-02-16 16:31:04.128
-92.55701,-106.12301,-176.682,2025-02-16 16:31:04.137
-92.318,-105.674,-176.69402,2025-02-16 16:31:04.143
-91.024,-106.602005,-175.526,2025-02-16 16:31:04.152
-91.18101,-107.257,-175.725,2025-02-16 16:31:04.159
-92.506004,-107.70901,-176.126,2025-02-16 16:31:04.167
-91.939,-107.024,-177.503,2025-02-16 16:31:04.175
-91.351006,-106.01,-177.755,2025-02-16 16:31:04.184
-91.934006,-105.853004,-177.345,2025-02-16 16:31:04.192
-92.479004,-106.441,-177.802,2025-02-16 16:31:04.201
-91.818,-106.801,-177.738,2025-02-16 16:31:04.211
-91.715004,-105.618004,-177.231,2025-02-16 16:31:04.216
-92.865005,-105.201004,-177.44402,2025-02-16 16:31:04.224
-92.798004,-105.62401,-178.214,2025-02-16 16:31:04.232
-93.03001,-105.963005,-177.751,2025-02-16 16:31:04.240
-93.359,-106.08401,-174.79102,2025-02-16 16:31:04.248
-92.98601,-106.253006,-173.72801,2025-02-16 16:31:04.256
-92.368004,-106.20901,-176.436,2025-02-16 16:31:04.263
-92.16701,-106.19,-176.65302,2025-02-16 16:31:04.273
-92.381004,-107.259,-174.08601,2025-02-16 16:31:04.280
-92.448006,-106.950005,-174.68102,2025-02-16 16:31:04.288
-92.69501,-106.562004,-176.779,2025-02-16 16:31:04.296
-92.684006,-106.456,-176.899,2025-02-16 16:31:04.304
-92.536,-105.91,-176.92201,2025-02-16 16:31:04.311
-91.873,-106.271,-177.201,2025-02-16 16:31:04.320
-91.658005,-107.20901,-177.58801,2025-02-16 16:31:04.328
-92.286,-106.41501,-176.647,2025-02-16 16:31:04.336
-92.191,-105.341,-176.477,2025-02-16 16:31:04.345
-92.367004,-106.21001,-176.66501,2025-02-16 16:31:04.351
-92.425,-105.678,-175.671,2025-02-16 16:31:04.359
-92.34701,-105.996,-176.79102,2025-02-16 16:31:04.370
-92.262,-106.205,-177.45901,2025-02-16 16:31:04.384
-92.809006,-105.615005,-176.50002,2025-02-16 16:31:04.384
-92.798004,-105.394005,-175.369,2025-02-16 16:31:04.392
-92.522,-104.630005,-176.54102,2025-02-16 16:31:04.400
-92.434006,-104.842,-177.781,2025-02-16 16:31:04.409
-92.171005,-107.36301,-177.04001,2025-02-16 16:31:04.415
-92.729004,-108.05501,-176.92001,2025-02-16 16:31:04.424
-91.83301,-105.844,-177.453,2025-02-16 16:31:04.431
-92.006004,-105.65501,-178.619,2025-02-16 16:31:04.442
-92.079,-106.517006,-179.25801,2025-02-16 16:31:04.447
-90.684006,-106.37601,-178.72,2025-02-16 16:31:04.455
-90.50101,-106.45801,-177.67401,2025-02-16 16:31:04.463
-90.969,-107.247,-177.542,2025-02-16 16:31:04.474
-90.578,-106.256004,-178.149,2025-02-16 16:31:04.480
-90.86101,-106.06801,-177.72101,2025-02-16 16:31:04.488
-90.976006,-107.356,-177.87901,2025-02-16 16:31:04.495
-89.968,-106.205,-179.714,2025-02-16 16:31:04.503
-89.448006,-105.94301,-179.925,2025-02-16 16:31:04.512
-89.4,-106.466,-179.43301,2025-02-16 16:31:04.520
-89.704,-106.492004,-178.76501,2025-02-16 16:31:04.529
-89.092,-106.328,-179.19301,2025-02-16 16:31:04.536
-89.30501,-106.56801,-180.10701,2025-02-16 16:31:04.543
-90.454,-107.211006,-179.79901,2025-02-16 16:31:04.551
-89.915,-106.733,-180.022,2025-02-16 16:31:04.560
-89.453,-107.114006,-180.19801,2025-02-16 16:31:04.568
-89.983,-107.483,-179.867,2025-02-16 16:31:04.576
-89.29301,-107.522,-179.93501,2025-02-16 16:31:04.584
-88.69601,-107.576004,-181.037,2025-02-16 16:31:04.592
-88.008,-106.55401,-181.397,2025-02-16 16:31:04.600
-87.077,-107.090004,-179.81902,2025-02-16 16:31:04.608
-87.63901,-108.955,-180.08601,2025-02-16 16:31:04.616
-89.226006,-107.94601,-180.82,2025-02-16 16:31:04.624
-89.263,-107.201004,-180.06601,2025-02-16 16:31:04.634
-87.281006,-107.106,-179.145,2025-02-16 16:31:04.644
-86.869,-107.077,-181.06401,2025-02-16 16:31:04.648
-87.36101,-107.133,-182.23601,2025-02-16 16:31:04.655
-87.132,-106.561005,-179.28201,2025-02-16 16:31:04.664
-86.75001,-106.852005,-180.95601,2025-02-16 16:31:04.674
-86.364006,-108.092,-181.31401,2025-02-16 16:31:04.681
-87.926,-107.704,-179.60701,2025-02-16 16:31:04.687
-88.064,-107.08301,-180.11101,2025-02-16 16:31:04.696
-87.499,-107.45701,-180.73901,2025-02-16 16:31:04.705
-87.836006,-106.741005,-180.003,2025-02-16 16:31:04.712
-87.57201,-107.02801,-179.05402,2025-02-16 16:31:04.720
-87.12501,-106.567,-180.425,2025-02-16 16:31:04.728
-86.00101,-106.24901,-181.287,2025-02-16 16:31:04.736
-85.457,-106.836006,-181.675,2025-02-16 16:31:04.744
-86.247,-106.80601,-181.498,2025-02-16 16:31:04.751
-87.449005,-106.922005,-181.11101,2025-02-16 16:31:04.760
-86.628006,-107.691,-180.89801,2025-02-16 16:31:04.768
-85.439,-107.564,-179.45702,2025-02-16 16:31:04.776
-85.69401,-106.939,-177.45201,2025-02-16 16:31:04.783
-86.199005,-107.09901,-178.04701,2025-02-16 16:31:04.791
-86.311005,-107.44501,-180.66301,2025-02-16 16:31:04.799
-86.82101,-107.601006,-180.572,2025-02-16 16:31:04.809
-87.132,-106.561005,-179.28201,2025-02-16 16:31:04.816
-87.70901,-106.29301,-178.30602,2025-02-16 16:31:04.825
-88.134,-107.717,-178.36201,2025-02-16 16:31:04.831
-88.277,-107.20801,-179.66,2025-02-16 16:31:04.839
-88.577,-106.177,-180.08401,2025-02-16 16:31:04.848
-86.731,-106.63801,-180.968,2025-02-16 16:31:04.856
-87.632,-106.725006,-180.677,2025-02-16 16:31:04.864
-89.149,-106.97301,-179.38701,2025-02-16 16:31:04.873
-87.809006,-107.478004,-179.27,2025-02-16 16:31:04.880
-87.831,-107.69,-178.802,2025-02-16 16:31:04.887
-87.782005,-108.214005,-178.42401,2025-02-16 16:31:04.896
-87.26601,-108.064,-179.54301,2025-02-16 16:31:04.904
-87.687004,-107.255005,-179.619,2025-02-16 16:31:04.912
-87.719,-106.399,-178.186,2025-02-16 16:31:04.920
-87.006004,-106.227005,-178.837,2025-02-16 16:31:04.927
-87.437004,-106.701004,-179.98001,2025-02-16 16:31:04.935
-87.54301,-106.82101,-180.43701,2025-02-16 16:31:04.944
-87.554,-106.928,-180.317,2025-02-16 16:31:04.952
-87.76401,-106.939,-178.72801,2025-02-16 16:31:04.960
-88.017006,-106.546005,-179.912,2025-02-16 16:31:04.968
-88.492004,-107.44501,-180.231,2025-02-16 16:31:04.975
-88.063,-108.144005,-179.81801,2025-02-16 16:31:04.984
-87.804,-108.54201,-179.43501,2025-02-16 16:31:04.992
-87.43201,-107.65,-178.77802,2025-02-16 16:31:05.000
-86.846,-105.691,-180.68901,2025-02-16 16:31:05.008
-87.187004,-107.32201,-181.184,2025-02-16 16:31:05.016
-86.551,-107.893005,-180.423,2025-02-16 16:31:05.023
-86.286,-107.12,-179.99501,2025-02-16 16:31:05.032
-87.674,-107.15101,-180.19601,2025-02-16 16:31:05.040
-87.34701,-107.85901,-179.447,2025-02-16 16:31:05.048
-86.116005,-108.59701,-180.925,2025-02-16 16:31:05.056
-87.022,-107.73501,-181.835,2025-02-16 16:31:05.064
-87.73601,-107.907005,-181.07,2025-02-16 16:31:05.072
-85.952,-107.83301,-180.38802,2025-02-16 16:31:05.079
-85.89001,-107.192,-180.88,2025-02-16 16:31:05.088
-86.97,-108.26201,-181.914,2025-02-16 16:31:05.096
-87.173004,-107.103004,-180.39601,2025-02-16 16:31:05.104
-87.34901,-106.797005,-179.62502,2025-02-16 16:31:05.111
-86.066,-106.886,-180.11002,2025-02-16 16:31:05.119
-85.601006,-106.20901,-181.264,2025-02-16 16:31:05.128
-85.702,-106.33401,-182.52101,2025-02-16 16:31:05.136
-85.549,-106.73601,-181.34401,2025-02-16 16:31:05.144
-85.871,-106.86201,-179.412,2025-02-16 16:31:05.155
-86.00001,-105.90301,-176.962,2025-02-16 16:31:05.160
-86.868004,-106.732,-176.85301,2025-02-16 16:31:05.168
-87.379005,-107.233,-180.85901,2025-02-16 16:31:05.175
-87.91901,-106.65,-181.15701,2025-02-16 16:31:05.184
-87.57001,-106.914,-177.802,2025-02-16 16:31:05.192
-86.80601,-107.15201,-176.93901,2025-02-16 16:31:05.200
-87.07001,-105.80601,-178.52301,2025-02-16 16:31:05.208
-86.02801,-106.342,-178.65302,2025-02-16 16:31:05.217
-85.50201,-107.144005,-179.257,2025-02-16 16:31:05.224
-85.94601,-106.547005,-178.86401,2025-02-16 16:31:05.232
-87.234,-106.454,-177.58,2025-02-16 16:31:05.240
-87.964005,-105.898,-179.261,2025-02-16 16:31:05.248
-87.482,-106.065,-179.449,2025-02-16 16:31:05.257
-85.999,-106.135,-180.15001,2025-02-16 16:31:05.263
-85.80801,-106.339005,-181.727,2025-02-16 16:31:05.272
-87.548004,-106.93301,-181.231,2025-02-16 16:31:05.280
-88.719,-106.728004,-180.975,2025-02-16 16:31:05.288
-89.013,-106.532005,-178.947,2025-02-16 16:31:05.296
-88.267006,-105.925,-178.70702,2025-02-16 16:31:05.304
-87.483,-105.004005,-179.856,2025-02-16 16:31:05.312
-86.746,-105.565,-179.203,2025-02-16 16:31:05.319
-86.858,-106.740005,-178.339,2025-02-16 16:31:05.328
-87.37701,-105.94401,-178.76302,2025-02-16 16:31:05.337
-87.387,-105.106,-180.64401,2025-02-16 16:31:05.344
-87.749,-105.77601,-180.05501,2025-02-16 16:31:05.352
-87.34701,-106.68301,-178.488,2025-02-16 16:31:05.359
-87.343,-106.686005,-179.06001,2025-02-16 16:31:05.367
-88.003006,-106.327,-179.238,2025-02-16 16:31:05.376
-87.825005,-105.46001,-179.279,2025-02-16 16:31:05.384
-87.367004,-105.837006,-178.884,2025-02-16 16:31:05.391
-87.631004,-106.61001,-179.311,2025-02-16 16:31:05.400
-87.411,-105.317,-179.947,2025-02-16 16:31:05.408
-87.06901,-104.631004,-177.679,2025-02-16 16:31:05.415
-88.05801,-105.68201,-177.22101,2025-02-16 16:31:05.424
-87.614006,-106.394005,-178.98001,2025-02-16 16:31:05.432
-87.596,-106.178,-178.76302,2025-02-16 16:31:05.441
-89.207,-107.50101,-177.87201,2025-02-16 16:31:05.448
-89.313,-107.621,-178.44301,2025-02-16 16:31:05.456
-88.600006,-106.38801,-179.501,2025-02-16 16:31:05.463
-88.48701,-106.274,-180.07301,2025-02-16 16:31:05.473
-88.87501,-107.15301,-178.44301,2025-02-16 16:31:05.481
-89.273,-107.078,-177.21501,2025-02-16 16:31:05.488
-88.901,-106.301,-177.81001,2025-02-16 16:31:05.496
-88.72401,-106.608,-178.809,2025-02-16 16:31:05.503
-88.246,-106.88701,-179.906,2025-02-16 16:31:05.511
-88.999,-106.428,-179.63802,2025-02-16 16:31:05.520
-89.37701,-106.024,-177.057,2025-02-16 16:31:05.528
-89.059006,-105.77901,-176.93701,2025-02-16 16:31:05.536
-89.73701,-105.75101,-178.697,2025-02-16 16:31:05.544
-90.25001,-106.019005,-179.514,2025-02-16 16:31:05.552
-90.095,-105.479004,-180.56601,2025-02-16 16:31:05.559
-88.671005,-104.90101,-178.56601,2025-02-16 16:31:05.568
-88.924,-105.337006,-176.38301,2025-02-16 16:31:05.577
-90.096,-105.247,-177.492,2025-02-16 16:31:05.584
-90.01601,-104.507,-179.36201,2025-02-16 16:31:05.593
-90.100006,-105.35901,-178.401,2025-02-16 16:31:05.599
-91.240005,-105.77901,-176.50401,2025-02-16 16:31:05.607
-90.93301,-105.756004,-177.63,2025-02-16 16:31:05.616
-90.207,-106.538,-178.22202,2025-02-16 16:31:05.630
-90.963005,-106.192,-178.863,2025-02-16 16:31:05.631
-91.086006,-104.29301,-179.32901,2025-02-16 16:31:05.640
-90.957,-106.081,-178.298,2025-02-16 16:31:05.648
-91.275,-107.38701,-178.011,2025-02-16 16:31:05.655
-91.018005,-105.547005,-176.96101,2025-02-16 16:31:05.665
-91.11,-105.449005,-176.74501,2025-02-16 16:31:05.673
-91.435005,-105.803,-177.201,2025-02-16 16:31:05.680
-90.490005,-106.351006,-177.794,2025-02-16 16:31:05.688
-90.304,-105.491005,-179.20702,2025-02-16 16:31:05.695
-91.09701,-104.399,-179.09401,2025-02-16 16:31:05.704
-90.901,-105.32101,-176.62401,2025-02-16 16:31:05.711
-90.59901,-106.353004,-176.429,2025-02-16 16:31:05.720
-90.548004,-105.935005,-178.281,2025-02-16 16:31:05.728
-90.517006,-105.615005,-178.641,2025-02-16 16:31:05.737
-90.721,-105.631004,-177.96701,2025-02-16 16:31:05.744
-90.957,-105.966,-176.932,2025-02-16 16:31:05.751
-90.607,-106.463005,-176.766,2025-02-16 16:31:05.761
-89.91601,-105.441,-177.35501,2025-02-16 16:31:05.768
-90.568,-106.149,-178.26901,2025-02-16 16:31:05.776
-90.461006,-107.32001,-180.25002,2025-02-16 16:31:05.784
-89.40301,-105.519005,-180.977,2025-02-16 16:31:05.792
-90.05801,-105.049,-180.36101,2025-02-16 16:31:05.800
-90.713005,-105.63801,-179.22401,2025-02-16 16:31:05.809
-90.144005,-105.899,-179.057,2025-02-16 16:31:05.816
-90.88801,-106.507,-179.526,2025-02-16 16:31:05.824
-90.990005,-106.51501,-179.18901,2025-02-16 16:31:05.832
-89.692,-106.271,-177.634,2025-02-16 16:31:05.839
-89.18201,-106.116005,-177.839,2025-02-16 16:31:05.848
-88.692,-105.344,-181.171,2025-02-16 16:31:05.856
-88.691,-105.23,-179.92001,2025-02-16 16:31:05.864
-88.948006,-105.77801,-178.531,2025-02-16 16:31:05.873
-88.614006,-106.607,-180.289,2025-02-16 16:31:05.879
-88.58501,-106.285,-180.307,2025-02-16 16:31:05.887
-88.450005,-105.844,-179.867,2025-02-16 16:31:05.895
-87.644005,-105.65501,-179.37001,2025-02-16 16:31:05.905
-88.103004,-105.27701,-179.651,2025-02-16 16:31:05.913
-88.115005,-105.49801,-180.78201,2025-02-16 16:31:05.920
-87.69501,-105.244,-180.88501,2025-02-16 16:31:05.928
-88.397,-106.371,-179.947,2025-02-16 16:31:05.935
-87.80701,-106.30401,-178.65501,2025-02-16 16:31:05.944
-86.593,-105.968,-177.91101,2025-02-16 16:31:05.952
-86.532005,-106.50201,-179.36201,2025-02-16 16:31:05.960
-87.768005,-105.990005,-180.044,2025-02-16 16:31:05.968
-88.345,-105.838005,-180.54701,2025-02-16 16:31:05.977
-87.869,-104.94,-180.45601,2025-02-16 16:31:05.983
-87.429,-104.358,-179.32,2025-02-16 16:31:05.992
-87.3,-105.201004,-180.29001,2025-02-16 16:31:06.000
-88.129005,-105.601006,-180.09001,2025-02-16 16:31:06.009
-88.365005,-105.937004,-179.05602,2025-02-16 16:31:06.015
-87.358,-105.729004,-178.77501,2025-02-16 16:31:06.024
-86.853004,-104.509,-178.58801,2025-02-16 16:31:06.031
-87.09701,-105.06901,-179.25601,2025-02-16 16:31:06.039
-87.517006,-106.382,-178.632,2025-02-16 16:31:06.048
-88.368004,-105.81901,-177.119,2025-02-16 16:31:06.056
-88.41801,-105.29301,-177.268,2025-02-16 16:31:06.064
-87.178,-104.74801,-177.679,2025-02-16 16:31:06.072
-86.353004,-104.345,-177.307,2025-02-16 16:31:06.083
-87.01401,-105.16,-178.10101,2025-02-16 16:31:06.087
-87.101006,-105.066,-178.684,2025-02-16 16:31:06.096
-85.922005,-104.101006,-179.01001,2025-02-16 16:31:06.104
-85.475006,-104.700005,-179.86002,2025-02-16 16:31:06.113
-86.437004,-105.54301,-180.557,2025-02-16 16:31:06.120
-87.56901,-104.911,-180.55301,2025-02-16 16:31:06.127
-87.253006,-104.548004,-178.61101,2025-02-16 16:31:06.135
-86.745,-104.506004,-179.839,2025-02-16 16:31:06.145
