Magnetic Field X [µT],Magnetic Field Y [µT],Magnetic Field Z [µT],Sample time [seg]
-81.30701,-103.088005,-174.77301,2025-02-16 16:30:44.992
-82.172005,-102.97401,-177.00801,2025-02-16 16:30:45.001
-82.786,-103.25201,-177.71701,2025-02-16 16:30:45.007
-82.54301,-103.867004,-177.893,2025-02-16 16:30:45.016
-82.214005,-104.575005,-177.37201,2025-02-16 16:30:45.025
-83.615005,-104.711006,-176.996,2025-02-16 16:30:45.032
-83.69601,-103.44701,-177.535,2025-02-16 16:30:45.041
-83.715004,-103.661,-177.52301,2025-02-16 16:30:45.049
-82.94501,-103.789,-176.09401,2025-02-16 16:30:45.055
-81.925,-102.41701,-176.79701,2025-02-16 16:30:45.063
-83.51401,-102.58301,-178.261,2025-02-16 16:30:45.072
-84.04201,-102.954,-178.27301,2025-02-16 16:30:45.080
-84.178,-103.28001,-177.23201,2025-02-16 16:30:45.088
-84.855,-103.021,-176.14801,2025-02-16 16:30:45.096
-85.08,-103.366005,-176.71301,2025-02-16 16:30:45.103
-84.953,-104.20801,-177.455,2025-02-16 16:30:45.111
-84.457,-103.211006,-178.856,2025-02-16 16:30:45.120
-84.538,-103.006004,-178.759,2025-02-16 16:30:45.128
-84.483,-103.30501,-176.45001,2025-02-16 16:30:45.135
-84.609,-103.524,-175.41501,2025-02-16 16:30:45.144
-85.088005,-104.535,-176.529,2025-02-16 16:30:45.151
-84.275,-104.468,-178.654,2025-02-16 16:30:45.160
-84.935005,-104.108,-178.718,2025-02-16 16:30:45.168
-85.81901,-103.979004,-178.09601,2025-02-16 16:30:45.177
-86.01,-104.005005,-179.365,2025-02-16 16:30:45.184
-86.507,-104.05701,-179.85101,2025-02-16 16:30:45.192
-86.82101,-104.075005,-177.697,2025-02-16 16:30:45.199
-87.461006,-104.44601,-175.88501,2025-02-16 16:30:45.209
-87.664,-105.63801,-176.28401,2025-02-16 16:30:45.216
-87.754005,-105.657005,-177.89001,2025-02-16 16:30:45.224
-88.065,-104.732,-178.08,2025-02-16 16:30:45.232
-88.193,-105.064,-178.29701,2025-02-16 16:30:45.241
-88.617004,-105.313,-177.39401,2025-02-16 16:30:45.249
-87.762,-104.590004,-177.154,2025-02-16 16:30:45.255
-87.59901,-104.05601,-179.34901,2025-02-16 16:30:45.263
-89.038,-104.621,-179.06401,2025-02-16 16:30:45.272
-88.700005,-105.22201,-178.548,2025-02-16 16:30:45.281
-88.979004,-106.09901,-178.285,2025-02-16 16:30:45.288
-89.344,-105.706,-177.645,2025-02-16 16:30:45.297
-88.58401,-105.11101,-179.57701,2025-02-16 16:30:45.302
-89.031006,-104.62701,-180.20601,2025-02-16 16:30:45.312
-89.563,-104.995,-179.64601,2025-02-16 16:30:45.320
-90.26601,-105.176,-180.481,2025-02-16 16:30:45.328
-90.221,-104.522,-178.57301,2025-02-16 16:30:45.336
-89.731,-104.58,-178.539,2025-02-16 16:30:45.344
-89.40401,-105.40301,-179.26901,2025-02-16 16:30:45.351
-89.226006,-105.595,-178.90302,2025-02-16 16:30:45.361
-89.826004,-104.594,-179.34401,2025-02-16 16:30:45.368
-90.207,-104.41901,-179.26501,2025-02-16 16:30:45.377
-90.215004,-104.52701,-179.488,2025-02-16 16:30:45.384
-90.522,-104.55,-178.36201,2025-02-16 16:30:45.391
-90.364006,-104.95701,-177.87001,2025-02-16 16:30:45.399
-89.94701,-103.757,-179.51701,2025-02-16 16:30:45.408
-89.68001,-102.98601,-179.546,2025-02-16 16:30:45.417
-89.520004,-104.339005,-177.39601,2025-02-16 16:30:45.425
-90.309006,-104.311005,-177.44801,2025-02-16 16:30:45.432
-90.08401,-104.08201,-178.36201,2025-02-16 16:30:45.440
-90.582,-104.133,-178.62001,2025-02-16 16:30:45.449
-91.186005,-104.303,-179.335,2025-02-16 16:30:45.456
-90.603004,-104.34601,-178.38,2025-02-16 16:30:45.464
-91.089005,-104.29101,-178.87201,2025-02-16 16:30:45.472
-91.485,-104.449005,-180.94601,2025-02-16 16:30:45.480
-91.51501,-104.65401,-179.33401,2025-02-16 16:30:45.488
-91.51601,-104.65301,-179.106,2025-02-16 16:30:45.497
-91.471,-104.23,-180.158,2025-02-16 16:30:45.503
-91.76,-104.037,-178.815,2025-02-16 16:30:45.512
-90.83,-103.629005,-179.12401,2025-02-16 16:30:45.520
-91.08,-103.23801,-180.764,2025-02-16 16:30:45.528
-91.87601,-104.380005,-180.746,2025-02-16 16:30:45.536
-91.86101,-105.22101,-179.55101,2025-02-16 16:30:45.544
-92.061005,-105.12601,-178.08301,2025-02-16 16:30:45.552
-91.846,-105.004005,-178.99101,2025-02-16 16:30:45.560
-91.705,-103.507,-179.873,2025-02-16 16:30:45.567
-91.761,-104.037,-178.701,2025-02-16 16:30:45.578
-91.943,-105.01601,-179.34001,2025-02-16 16:30:45.584
-92.193,-104.51,-179.615,2025-02-16 16:30:45.591
-92.204,-104.616005,-179.38101,2025-02-16 16:30:45.601
-91.254005,-103.994,-179.815,2025-02-16 16:30:45.608
-91.229004,-103.66801,-179.147,2025-02-16 16:30:45.615
-92.159004,-104.078,-178.953,2025-02-16 16:30:45.624
-92.823006,-103.94501,-181.29102,2025-02-16 16:30:45.631
-92.823006,-103.94501,-181.29102,2025-02-16 16:30:45.639
-92.19601,-103.448006,-179.67902,2025-02-16 16:30:45.648
-92.15,-102.79401,-177.772,2025-02-16 16:30:45.656
-92.143005,-102.8,-178.914,2025-02-16 16:30:45.663
-93.12701,-103.97101,-180.62201,2025-02-16 16:30:45.672
-93.357,-104.311005,-180.38802,2025-02-16 16:30:45.680
-91.564,-103.185005,-181.71301,2025-02-16 16:30:45.687
-91.379005,-103.384,-182.376,2025-02-16 16:30:45.697
-92.636,-104.03001,-180.81601,2025-02-16 16:30:45.704
-93.837006,-104.031006,-179.063,2025-02-16 16:30:45.714
-93.837006,-104.031006,-179.063,2025-02-16 16:30:45.720
-92.703,-103.72101,-181.41101,2025-02-16 16:30:45.727
-92.448006,-103.05601,-180.977,2025-02-16 16:30:45.735
-92.15201,-102.908005,-179.02301,2025-02-16 16:30:45.746
-92.31901,-103.785,-180.58202,2025-02-16 16:30:45.752
-92.632,-103.91801,-179.908,2025-02-16 16:30:45.760
-92.26401,-104.08201,-178.044,2025-02-16 16:30:45.768
-92.651,-104.133,-180.01001,2025-02-16 16:30:45.777
-93.395004,-103.68101,-181.00002,2025-02-16 16:30:45.784
-93.787,-103.496,-179.32101,2025-02-16 16:30:45.792
-93.387,-103.45701,-179.412,2025-02-16 16:30:45.801
-93.04401,-104.062004,-179.58202,2025-02-16 16:30:45.809
-92.41601,-103.68101,-179.451,2025-02-16 16:30:45.816
-93.281006,-103.452,-180.20601,2025-02-16 16:30:45.823
-94.41601,-102.816,-179.63101,2025-02-16 16:30:45.830
-93.618004,-102.73701,-179.58401,2025-02-16 16:30:45.842
-93.70801,-102.754005,-180.962,2025-02-16 16:30:45.848
-94.11101,-102.906006,-181.893,2025-02-16 16:30:45.856
-93.75201,-103.29401,-181.61801,2025-02-16 16:30:45.864
-94.175,-102.48501,-181.57901,2025-02-16 16:30:45.871
-94.00001,-103.851006,-181.71501,2025-02-16 16:30:45.885
-93.82101,-103.92901,-179.983,2025-02-16 16:30:45.888
-93.72401,-102.741005,-178.56201,2025-02-16 16:30:45.895
-93.231,-103.978004,-180.057,2025-02-16 16:30:45.904
-94.061005,-104.607,-182.70201,2025-02-16 16:30:45.924
-94.429,-104.212006,-181.606,2025-02-16 16:30:45.925
-94.303,-103.87701,-181.16101,2025-02-16 16:30:45.927
-94.34801,-104.301,-180.223,2025-02-16 16:30:45.936
-94.897,-104.771,-178.62901,2025-02-16 16:30:45.952
-95.76501,-104.65401,-180.292,2025-02-16 16:30:45.952
-95.872,-104.774,-180.75002,2025-02-16 16:30:45.960
-95.508,-103.990005,-180.20201,2025-02-16 16:30:45.967
-95.604004,-103.88801,-179.29901,2025-02-16 16:30:45.976
-95.157005,-104.372,-178.669,2025-02-16 16:30:45.984
-95.133,-104.161,-179.367,2025-02-16 16:30:45.993
-95.657005,-103.36101,-179.22,2025-02-16 16:30:46.000
-95.078,-103.51501,-178.945,2025-02-16 16:30:46.009
-95.22401,-104.064,-179.378,2025-02-16 16:30:46.015
-95.733,-104.22,-179.40201,2025-02-16 16:30:46.023
-94.998,-104.77901,-178.406,2025-02-16 16:30:46.032
-94.357,-104.29401,-178.852,2025-02-16 16:30:46.042
-93.93101,-103.93001,-178.389,2025-02-16 16:30:46.048
-93.55501,-105.162,-177.261,2025-02-16 16:30:46.056
-94.047005,-106.27701,-177.912,2025-02-16 16:30:46.065
-93.956,-106.37501,-178.014,2025-02-16 16:30:46.071
-93.256004,-106.30701,-178.20201,2025-02-16 16:30:46.080
-93.842,-106.147,-177.335,2025-02-16 16:30:46.088
-93.461006,-106.323006,-177.414,2025-02-16 16:30:46.095
-92.34701,-106.11201,-178.27,2025-02-16 16:30:46.103
-92.41,-105.691,-177.95702,2025-02-16 16:30:46.112
-91.728004,-105.838005,-178.24701,2025-02-16 16:30:46.119
-91.88801,-106.489006,-177.87502,2025-02-16 16:30:46.128
-92.44701,-106.121,-178.162,2025-02-16 16:30:46.136
-92.91701,-105.964005,-179.688,2025-02-16 16:30:46.145
-92.969,-105.323006,-178.24301,2025-02-16 16:30:46.152
-91.93301,-104.79301,-177.98001,2025-02-16 16:30:46.160
-91.51301,-105.716,-179.042,2025-02-16 16:30:46.167
-91.989006,-105.55401,-179.654,2025-02-16 16:30:46.176
-92.086006,-105.451004,-178.63701,2025-02-16 16:30:46.184
-91.36201,-106.116005,-177.52101,2025-02-16 16:30:46.192
-90.731,-105.853004,-179.44101,2025-02-16 16:30:46.202
-90.803,-105.54001,-179.23601,2025-02-16 16:30:46.208
-91.147,-105.995,-178.43001,2025-02-16 16:30:46.215
-90.878006,-105.225006,-178.68701,2025-02-16 16:30:46.224
-91.191,-105.47401,-179.49301,2025-02-16 16:30:46.232
-91.381004,-106.563,-180.58301,2025-02-16 16:30:46.239
-91.328,-105.914,-179.70401,2025-02-16 16:30:46.249
-90.499,-105.51501,-179.904,2025-02-16 16:30:46.256
-90.44701,-106.157005,-181.46301,2025-02-16 16:30:46.263
-91.02701,-106.94601,-179.39401,2025-02-16 16:30:46.272
-90.832,-106.80701,-177.33101,2025-02-16 16:30:46.280
-91.061005,-106.088005,-177.73201,2025-02-16 16:30:46.288
-90.719,-105.74801,-179.789,2025-02-16 16:30:46.298
-90.178,-106.33201,-179.72,2025-02-16 16:30:46.303
-90.3,-106.55401,-179.257,2025-02-16 16:30:46.312
-91.07101,-106.426,-180.686,2025-02-16 16:30:46.320
-91.269005,-106.44701,-180.81201,2025-02-16 16:30:46.328
-89.94601,-107.053,-179.66101,2025-02-16 16:30:46.336
-89.705,-107.66601,-179.49501,2025-02-16 16:30:46.346
-90.662,-107.454,-181.51302,2025-02-16 16:30:46.352
-90.999,-106.854004,-182.257,2025-02-16 16:30:46.360
-90.971,-106.41601,-180.68001,2025-02-16 16:30:46.368
-89.025,-106.63701,-178.598,2025-02-16 16:30:46.378
-89.007,-106.421005,-178.38101,2025-02-16 16:30:46.384
-90.100006,-106.535,-179.35901,2025-02-16 16:30:46.392
-89.328,-106.77901,-179.63802,2025-02-16 16:30:46.400
-89.842,-105.98701,-180.748,2025-02-16 16:30:46.408
-90.30701,-105.719,-181.70901,2025-02-16 16:30:46.416
-89.979004,-106.54201,-182.43901,2025-02-16 16:30:46.424
-90.538,-107.23401,-182.31902,2025-02-16 16:30:46.432
-90.177,-107.508,-180.792,2025-02-16 16:30:46.441
-90.119,-106.865005,-180.82701,2025-02-16 16:30:46.448
-90.70801,-106.81801,-180.98201,2025-02-16 16:30:46.456
-90.57201,-107.436005,-180.02101,2025-02-16 16:30:46.464
-90.393005,-107.630005,-179.77,2025-02-16 16:30:46.472
-89.438,-107.011,-181.00401,2025-02-16 16:30:46.481
-89.23,-106.99901,-182.24901,2025-02-16 16:30:46.488
-90.023,-106.967,-181.61601,2025-02-16 16:30:46.496
-90.107,-106.76,-181.17601,2025-02-16 16:30:46.505
-90.887,-106.739006,-182.6,2025-02-16 16:30:46.512
-92.587006,-107.021,-183.835,2025-02-16 16:30:46.520
-92.08,-106.86201,-183.46901,2025-02-16 16:30:46.528
-90.809006,-107.05701,-183.60501,2025-02-16 16:30:46.536
-90.09901,-106.76601,-182.31902,2025-02-16 16:30:46.543
-90.248,-105.076004,-181.744,2025-02-16 16:30:46.551
-90.477005,-105.41701,-181.738,2025-02-16 16:30:46.560
-89.621,-105.63901,-179.61101,2025-02-16 16:30:46.568
-89.01401,-105.586006,-180.72,2025-02-16 16:30:46.576
-89.73701,-105.981,-181.54301,2025-02-16 16:30:46.584
-90.617004,-106.91601,-181.085,2025-02-16 16:30:46.592
-90.40501,-107.850006,-180.901,2025-02-16 16:30:46.600
-90.156006,-107.18001,-179.55301,2025-02-16 16:30:46.608
-89.94,-105.883,-179.617,2025-02-16 16:30:46.617
-90.018005,-105.68101,-180.09201,2025-02-16 16:30:46.624
-89.277,-106.245,-180.01001,2025-02-16 16:30:46.634
-89.032005,-105.802,-180.936,2025-02-16 16:30:46.640
-90.33,-105.93001,-181.01201,2025-02-16 16:30:46.648
-90.63901,-105.952,-179.658,2025-02-16 16:30:46.660
-89.728004,-105.758,-179.95401,2025-02-16 16:30:46.663
-90.39101,-106.57201,-180.634,2025-02-16 16:30:46.672
-91.901,-105.76501,-180.893,2025-02-16 16:30:46.680
-91.648,-105.213005,-181.59702,2025-02-16 16:30:46.687
-91.088005,-106.643005,-181.01701,2025-02-16 16:30:46.695
-90.441,-107.106,-180.376,2025-02-16 16:30:46.704
-90.43301,-105.938,-180.675,2025-02-16 16:30:46.713
-90.628006,-105.84601,-179.89201,2025-02-16 16:30:46.721
-90.741005,-107.021,-178.914,2025-02-16 16:30:46.728
-90.615005,-106.801,-179.83401,2025-02-16 16:30:46.735
-90.11101,-105.69601,-181.01201,2025-02-16 16:30:46.744
-90.172005,-105.162,-179.675,2025-02-16 16:30:46.751
-90.437004,-105.934006,-179.98901,2025-02-16 16:30:46.760
-91.158005,-106.331,-181.15501,2025-02-16 16:30:46.769
-90.137,-105.90501,-180.08601,2025-02-16 16:30:46.777
-88.94401,-106.95701,-180.061,2025-02-16 16:30:46.783
-89.23,-107.94301,-180.248,2025-02-16 16:30:46.791
-89.173004,-107.299,-180.169,2025-02-16 16:30:46.799
-90.100006,-106.65,-180.725,2025-02-16 16:30:46.809
-89.979004,-106.427,-181.074,2025-02-16 16:30:46.815
-88.716,-106.73,-181.432,2025-02-16 16:30:46.824
-89.159004,-107.311005,-182.22601,2025-02-16 16:30:46.832
-89.573006,-107.453,-181.55801,2025-02-16 16:30:46.840
-89.105,-106.548004,-180.21,2025-02-16 16:30:46.848
-89.240005,-106.87501,-179.28401,2025-02-16 16:30:46.856
-89.975006,-107.490005,-181.12401,2025-02-16 16:30:46.865
-89.95901,-107.273,-180.67801,2025-02-16 16:30:46.872
-88.82201,-106.62,-179.044,2025-02-16 16:30:46.880
-88.662,-106.08401,-180.89601,2025-02-16 16:30:46.887
-89.36101,-106.15301,-180.936,2025-02-16 16:30:46.896
-89.68201,-106.395004,-180.59901,2025-02-16 16:30:46.904
-89.350006,-106.162,-182.65001,2025-02-16 16:30:46.913
-88.938,-106.018005,-182.97601,2025-02-16 16:30:46.920
-89.277,-106.245,-180.01001,2025-02-16 16:30:46.927
-88.388,-106.26301,-179.95201,2025-02-16 16:30:46.935
-88.289,-106.368004,-181.31201,2025-02-16 16:30:46.945
-89.02901,-105.80401,-181.39401,2025-02-16 16:30:46.952
-88.188,-106.35901,-181.421,2025-02-16 16:30:46.961
-88.272,-107.212006,-180.46,2025-02-16 16:30:46.968
-88.98801,-106.32201,-179.759,2025-02-16 16:30:46.977
-89.19701,-105.505005,-181.88,2025-02-16 16:30:46.984
-89.441,-106.064,-182.434,2025-02-16 16:30:46.991
-88.632,-105.76301,-181.02802,2025-02-16 16:30:47.000
-88.54101,-106.921005,-180.60901,2025-02-16 16:30:47.009
-88.63901,-107.992004,-180.436,2025-02-16 16:30:47.016
-88.01601,-106.662,-181.62001,2025-02-16 16:30:47.023
-88.75201,-106.102005,-182.38701,2025-02-16 16:30:47.031
-88.51601,-105.65101,-181.942,2025-02-16 16:30:47.040
-88.477005,-105.22201,-182.07901,2025-02-16 16:30:47.048
-88.925,-105.913,-183.43901,2025-02-16 16:30:47.056
-88.09901,-106.57101,-182.66,2025-02-16 16:30:47.063
-88.16901,-107.204,-180.79701,2025-02-16 16:30:47.074
-87.71001,-106.407005,-179.67201,2025-02-16 16:30:47.080
-87.86201,-105.89001,-179.598,2025-02-16 16:30:47.098
-89.19601,-106.450005,-179.99301,2025-02-16 16:30:47.099
-88.993004,-106.43301,-180.55301,2025-02-16 16:30:47.105
-87.757,-106.94401,-179.757,2025-02-16 16:30:47.112
-88.274,-108.15501,-178.11601,2025-02-16 16:30:47.119
-89.115005,-107.600006,-178.203,2025-02-16 16:30:47.127
-89.137,-106.868004,-179.73502,2025-02-16 16:30:47.136
-88.421005,-106.69701,-180.729,2025-02-16 16:30:47.145
-88.16901,-106.02901,-179.83801,2025-02-16 16:30:47.152
-89.27901,-105.18301,-180.18901,2025-02-16 16:30:47.160
-89.00101,-105.366005,-179.817,2025-02-16 16:30:47.167
-88.76501,-106.091,-180.44402,2025-02-16 16:30:47.175
-88.664,-106.08201,-180.55301,2025-02-16 16:30:47.184
-88.40301,-106.481,-180.51201,2025-02-16 16:30:47.192
-87.704,-106.52701,-181.951,2025-02-16 16:30:47.200
-87.799,-107.48601,-180.75601,2025-02-16 16:30:47.209
-88.638,-107.878006,-179.18501,2025-02-16 16:30:47.216
-88.29,-107.312004,-179.197,2025-02-16 16:30:47.224
-89.02901,-107.924,-180.35101,2025-02-16 16:30:47.232
-88.137,-106.885,-181.27101,2025-02-16 16:30:47.241
-87.47,-107.020004,-179.391,2025-02-16 16:30:47.248
-89.88901,-107.469,-179.061,2025-02-16 16:30:47.256
-89.353004,-106.159004,-182.07901,2025-02-16 16:30:47.263
-87.89001,-106.44401,-182.65501,2025-02-16 16:30:47.271
-88.034004,-106.878006,-181.723,2025-02-16 16:30:47.280
-88.049,-106.981,-181.031,2025-02-16 16:30:47.288
-88.548004,-106.91501,-179.58,2025-02-16 16:30:47.296
-88.485,-107.33501,-179.78001,2025-02-16 16:30:47.305
-87.56901,-107.031006,-179.511,2025-02-16 16:30:47.312
-87.496,-107.229004,-178.35,2025-02-16 16:30:47.319
-88.268005,-107.100006,-179.55101,2025-02-16 16:30:47.328
-89.00001,-106.427,-179.41,2025-02-16 16:30:47.336
-89.324005,-106.783005,-180.21,2025-02-16 16:30:47.345
-89.57001,-107.455,-181.90102,2025-02-16 16:30:47.352
-88.878006,-106.32101,-181.35301,2025-02-16 16:30:47.359
-88.201004,-106.463005,-180.843,2025-02-16 16:30:47.367
-88.235,-106.897,-181.62001,2025-02-16 16:30:47.377
-88.506004,-105.42901,-180.58202,2025-02-16 16:30:47.384
-88.913,-105.462006,-179.462,2025-02-16 16:30:47.393
-89.365005,-106.15,-180.365,2025-02-16 16:30:47.400
-89.742004,-107.15301,-181.815,2025-02-16 16:30:47.408
-89.203,-106.675,-181.92401,2025-02-16 16:30:47.415
-89.795006,-105.565,-182.029,2025-02-16 16:30:47.424
-91.172005,-105.490005,-182.35,2025-02-16 16:30:47.434
-90.93001,-105.989006,-180.932,2025-02-16 16:30:47.441
-89.712006,-105.772,-182.468,2025-02-16 16:30:47.448
-88.72201,-105.896,-183.99901,2025-02-16 16:30:47.456
-88.624,-106.94501,-183.24301,2025-02-16 16:30:47.462
-89.217,-105.83401,-183.23401,2025-02-16 16:30:47.472
-89.259,-106.37501,-184.119,2025-02-16 16:30:47.480
-89.58401,-107.90501,-185.64801,2025-02-16 16:30:47.488
-89.394005,-106.817,-184.673,2025-02-16 16:30:47.496
-87.963005,-106.245,-183.701,2025-02-16 16:30:47.503
-88.538,-106.094,-184.54701,2025-02-16 16:30:47.512
-88.73801,-106.114006,-184.559,2025-02-16 16:30:47.520
-89.3,-105.858,-185.75401,2025-02-16 16:30:47.528
-90.372,-105.642006,-185.378,2025-02-16 16:30:47.536
-90.646,-106.408005,-184.434,2025-02-16 16:30:47.545
-90.281006,-106.801,-185.07301,2025-02-16 16:30:47.551
-89.553,-106.41,-185.05,2025-02-16 16:30:47.560
-89.636,-106.203,-184.61101,2025-02-16 16:30:47.568
-89.908005,-105.91,-184.417,2025-02-16 16:30:47.577
-91.192,-105.82001,-183.81801,2025-02-16 16:30:47.584
-90.631004,-106.189,-183.76001,2025-02-16 16:30:47.592
-89.83301,-106.225006,-185.07901,2025-02-16 16:30:47.599
-89.895004,-105.920006,-186.36002,2025-02-16 16:30:47.608
-89.845,-106.562004,-187.69,2025-02-16 16:30:47.616
-90.103004,-106.164,-188.074,2025-02-16 16:30:47.624
-89.672005,-104.629005,-187.453,2025-02-16 16:30:47.632
-89.496,-105.76501,-184.85701,2025-02-16 16:30:47.641
-90.533005,-106.178,-183.52602,2025-02-16 16:30:47.647
-91.273,-105.73,-185.201,2025-02-16 16:30:47.655
-91.686005,-105.989006,-186.12701,2025-02-16 16:30:47.668
-91.50001,-106.073006,-185.42401,2025-02-16 16:30:47.672
-90.699005,-106.94,-183.71901,2025-02-16 16:30:47.679
-90.453,-107.44301,-182.98701,2025-02-16 16:30:47.688
-90.590004,-106.70701,-182.12502,2025-02-16 16:30:47.695
-90.816,-105.87601,-181.73201,2025-02-16 16:30:47.704
-90.71001,-105.871,-182.52602,2025-02-16 16:30:47.712
-90.9,-106.844,-182.13701,2025-02-16 16:30:47.720
-90.69401,-107.773,-181.03801,2025-02-16 16:30:47.727
-90.371,-107.533005,-181.604,2025-02-16 16:30:47.737
-90.281006,-106.57001,-182.11401,2025-02-16 16:30:47.744
-90.69501,-106.713005,-181.445,2025-02-16 16:30:47.752
-90.049,-106.116005,-181.21101,2025-02-16 16:30:47.759
-90.344,-106.034004,-180.434,2025-02-16 16:30:47.768
-90.97401,-106.414,-180.223,2025-02-16 16:30:47.777
-89.82001,-106.83501,-180.69601,2025-02-16 16:30:47.784
-89.670006,-107.350006,-180.42601,2025-02-16 16:30:47.791
-89.29,-106.465004,-180.91301,2025-02-16 16:30:47.799
-90.037,-107.07101,-181.039,2025-02-16 16:30:47.808
-91.519005,-106.88701,-179.20001,2025-02-16 16:30:47.816
-91.16901,-106.206,-177.96101,2025-02-16 16:30:47.824
-89.586006,-106.15101,-177.06201,2025-02-16 16:30:47.832
-89.205,-106.442,-178.62201,2025-02-16 16:30:47.840
-90.142006,-107.076004,-180.244,2025-02-16 16:30:47.847
-90.913,-107.893005,-179.673,2025-02-16 16:30:47.856
-91.97,-107.575005,-180.10301,2025-02-16 16:30:47.865
-92.19701,-106.743004,-179.481,2025-02-16 16:30:47.872
-91.357,-106.23601,-179.80101,2025-02-16 16:30:47.881
-90.856,-106.188,-180.00002,2025-02-16 16:30:47.888
-91.812004,-106.80601,-178.65201,2025-02-16 16:30:47.895
-92.15,-106.204,-179.167,2025-02-16 16:30:47.903
-91.103004,-106.745,-180.21101,2025-02-16 16:30:47.912
-91.364006,-107.406006,-179.731,2025-02-16 16:30:47.919
-91.852005,-106.29001,-180.51501,2025-02-16 16:30:47.928
-91.82001,-105.854004,-179.39601,2025-02-16 16:30:47.935
-91.953,-106.298004,-180.29301,2025-02-16 16:30:47.947
-91.789,-106.825005,-182.195,2025-02-16 16:30:47.953
-92.218,-107.07101,-180.606,2025-02-16 16:30:47.960
-92.88901,-106.93301,-182.03001,2025-02-16 16:30:47.967
-92.96001,-106.621,-182.05301,2025-02-16 16:30:47.976
-92.674,-106.69501,-181.34401,2025-02-16 16:30:47.984
-92.00001,-107.066,-183.337,2025-02-16 16:30:47.991
-91.868004,-106.73701,-183.80602,2025-02-16 16:30:48.000
-92.281006,-106.76501,-181.772,2025-02-16 16:30:48.012
-92.414,-107.094,-181.18901,2025-02-16 16:30:48.016
-92.385,-105.712006,-181.72801,2025-02-16 16:30:48.024
-92.856,-106.49901,-181.139,2025-02-16 16:30:48.032
-93.094,-108.12401,-182.20001,2025-02-16 16:30:48.040
-91.76501,-106.615005,-182.89201,2025-02-16 16:30:48.048
-92.437004,-106.36001,-182.60701,2025-02-16 16:30:48.057
-93.343,-106.559006,-183.11101,2025-02-16 16:30:48.064
-92.521,-106.037,-180.574,2025-02-16 16:30:48.072
-91.45901,-106.244,-179.464,2025-02-16 16:30:48.079
-91.23701,-107.188,-180.87901,2025-02-16 16:30:48.087
-92.315,-107.08301,-181.06902,2025-02-16 16:30:48.096
-92.34901,-106.456,-182.253,2025-02-16 16:30:48.104
-91.385,-106.79001,-182.85701,2025-02-16 16:30:48.112
-90.921005,-107.05701,-181.897,2025-02-16 16:30:48.121
-91.706,-106.91601,-181.04001,2025-02-16 16:30:48.127
-92.41901,-107.089005,-180.389,2025-02-16 16:30:48.135
-91.879005,-106.61301,-180.72601,2025-02-16 16:30:48.145
-90.937004,-106.09901,-181.38301,2025-02-16 16:30:48.151
-91.407005,-105.942,-182.91,2025-02-16 16:30:48.161
-91.494,-105.84701,-183.37901,2025-02-16 16:30:48.168
-91.71001,-106.08401,-183.83601,2025-02-16 16:30:48.190
-91.593,-106.91701,-182.977,2025-02-16 16:30:48.191
-90.865005,-107.47201,-181.067,2025-02-16 16:30:48.192
-91.011,-106.844,-180.42801,2025-02-16 16:30:48.201
-90.607,-106.80801,-181.091,2025-02-16 16:30:48.209
-90.156006,-107.411,-182.51302,2025-02-16 16:30:48.216
-89.998,-107.817,-182.02,2025-02-16 16:30:48.223
-89.782005,-107.58,-181.563,2025-02-16 16:30:48.231
-89.69401,-106.616005,-181.73001,2025-02-16 16:30:48.240
-89.595,-106.605,-181.61002,2025-02-16 16:30:48.249
-89.748,-107.148,-180.901,2025-02-16 16:30:48.256
-89.857,-106.090004,-180.057,2025-02-16 16:30:48.264
-90.216,-106.76201,-179.811,2025-02-16 16:30:48.272
-90.721,-107.982,-179.884,2025-02-16 16:30:48.280
-90.47201,-108.48601,-179.494,2025-02-16 16:30:48.288
-90.302,-107.843,-181.352,2025-02-16 16:30:48.296
-90.8,-106.83401,-182.13101,2025-02-16 16:30:48.304
-90.684006,-106.491005,-180.20001,2025-02-16 16:30:48.313
-90.268005,-107.295006,-179.21,2025-02-16 16:30:48.321
-90.36101,-108.256004,-178.35701,2025-02-16 16:30:48.328
-90.170006,-107.399,-180.455,2025-02-16 16:30:48.336
-90.646,-107.353004,-182.54701,2025-02-16 16:30:48.344
-90.725006,-107.033005,-181.199,2025-02-16 16:30:48.352
-90.948006,-107.26501,-180.742,2025-02-16 16:30:48.360
-90.634,-108.30701,-182.37502,2025-02-16 16:30:48.368
-90.15501,-108.356,-180.74,2025-02-16 16:30:48.376
-90.881004,-107.573006,-180.033,2025-02-16 16:30:48.383
-90.406006,-107.020004,-184.15302,2025-02-16 16:30:48.393
-91.212006,-108.15401,-182.65001,2025-02-16 16:30:48.400
-92.261,-107.496,-180.011,2025-02-16 16:30:48.409
-91.261,-106.338005,-180.589,2025-02-16 16:30:48.415
-90.289,-106.564,-180.97101,2025-02-16 16:30:48.423
-90.512,-106.795006,-180.399,2025-02-16 16:30:48.432
-91.075005,-106.422005,-180.00002,2025-02-16 16:30:48.441
-91.093,-106.63801,-180.21701,2025-02-16 16:30:48.448
-90.58,-107.545006,-180.358,2025-02-16 16:30:48.457
-89.59901,-107.77801,-181.99701,2025-02-16 16:30:48.465
-89.76601,-107.478004,-182.48401,2025-02-16 16:30:48.472
-89.72401,-106.937004,-181.598,2025-02-16 16:30:48.480
-89.442,-107.008,-180.432,2025-02-16 16:30:48.488
