Y acceleration m/s^2,-X acceleration m/s^2,Z acceleration m/s^2 Z,Sample time [seg]
10.371682,3.1124623,2.9592333,2025-02-16 16:31:05.875
8.762778,1.5514427,6.9144545,2025-02-16 16:31:05.880
7.201759,-0.20111294,8.781932,2025-02-16 16:31:05.883
6.751649,-0.59376204,7.8912888,2025-02-16 16:31:05.887
7.8912888,1.091756,6.2823853,2025-02-16 16:31:05.891
8.619126,4.5872903,0.08619126,2025-02-16 16:31:05.895
10.563218,6.0142345,1.3694834,2025-02-16 16:31:05.898
10.055647,5.056554,1.8962077,2025-02-16 16:31:05.904
9.548077,2.4133554,1.7429788,2025-02-16 16:31:05.907
8.944737,-0.7661445,4.644751,2025-02-16 16:31:05.912
9.11712,-2.27928,7.603985,2025-02-16 16:31:05.917
9.414001,-0.23942018,7.73806,2025-02-16 16:31:05.919
9.586384,2.087744,6.8665705,2025-02-16 16:31:05.923
10.295067,2.585738,10.419566,2025-02-16 16:31:05.927
8.015787,0.5746084,2.9400797,2025-02-16 16:31:05.931
8.39886,-1.3790601,4.8267107,2025-02-16 16:31:05.935
11.013328,-1.5993267,10.6398325,2025-02-16 16:31:05.939
10.237606,-0.16280572,0.63206923,2025-02-16 16:31:05.943
13.062764,2.2984335,4.4244847,2025-02-16 16:31:05.946
13.828909,4.1180267,3.5529952,2025-02-16 16:31:05.951
13.148955,4.271256,4.9703627,2025-02-16 16:31:05.955
10.726024,2.4708161,1.4556746,2025-02-16 16:31:05.959
8.37013,0.21068975,0.7469909,2025-02-16 16:31:05.963
7.517793,-0.7182605,4.807557,2025-02-16 16:31:05.967
6.588843,0.51714754,4.098873,2025-02-16 16:31:05.972
6.6750345,2.336741,4.0797195,2025-02-16 16:31:05.975
6.895301,2.9400797,4.280833,2025-02-16 16:31:05.979
6.4643445,2.0015526,1.733402,2025-02-16 16:31:05.983
7.690176,0.9768343,2.9113493,2025-02-16 16:31:05.986
10.0748005,1.1587936,4.0222588,2025-02-16 16:31:05.991
10.160992,2.087744,-0.7278373,2025-02-16 16:31:05.994
12.0571995,3.265691,1.0534488,2025-02-16 16:31:05.999
12.4785795,3.1986535,4.0414124,2025-02-16 16:31:06.003
11.568783,1.934515,5.0374002,2025-02-16 16:31:06.007
10.170568,0.41180268,6.157887,2025-02-16 16:31:06.010
8.00621,-0.91937345,5.0278234,2025-02-16 16:31:06.016
7.833828,-0.92895025,6.981492,2025-02-16 16:31:06.019
8.580819,0.019153614,10.0748005,2025-02-16 16:31:06.024
8.197746,1.1204864,7.374141,2025-02-16 16:31:06.027
7.1826053,1.8866309,3.6487634,2025-02-16 16:31:06.031
8.561666,2.0973208,8.054094,2025-02-16 16:31:06.035
7.824251,1.1971009,6.5122285,2025-02-16 16:31:06.039
8.743625,0.36391866,7.144298,2025-02-16 16:31:06.042
7.5944076,-0.4213795,2.327164,2025-02-16 16:31:06.047
9.816227,0.02873042,5.9184666,2025-02-16 16:31:06.050
9.720459,0.20111294,2.5474305,2025-02-16 16:31:06.056
9.251195,-0.21068975,-0.18195933,2025-02-16 16:31:06.059
9.279925,-0.36391866,2.1930888,2025-02-16 16:31:06.063
9.289502,0.16280572,5.841852,2025-02-16 16:31:06.067
7.0006456,0.92895025,0.6607997,2025-02-16 16:31:06.074
7.824251,1.9440918,5.554548,2025-02-16 16:31:06.075
7.9008656,2.1452048,7.153875,2025-02-16 16:31:06.081
6.081272,1.388637,2.5570073,2025-02-16 16:31:06.082
7.297527,0.8523358,4.8841715,2025-02-16 16:31:06.086
7.7572136,1.3024458,3.9552212,2025-02-16 16:31:06.090
7.9104424,2.0685902,0.9576807,2025-02-16 16:31:06.095
9.174581,2.9017725,3.064578,2025-02-16 16:31:06.101
9.471462,3.6487634,2.5378537,2025-02-16 16:31:06.103
9.528923,3.6774938,2.7964275,2025-02-16 16:31:06.107
9.040505,2.2026656,3.9456444,2025-02-16 16:31:06.111
6.8282633,0.41180268,1.7046716,2025-02-16 16:31:06.115
8.121132,0.1436521,8.839393,2025-02-16 16:31:06.119
7.1347213,-0.33518824,7.326257,2025-02-16 16:31:06.123
5.66947,-0.842759,4.4819455,2025-02-16 16:31:06.127
7.3071036,-0.51714754,7.326257,2025-02-16 16:31:06.130
8.485051,-0.59376204,7.383718,2025-02-16 16:31:06.134
9.107543,-0.842759,5.8705826,2025-02-16 16:31:06.139
10.850522,-0.8619126,8.39886,2025-02-16 16:31:06.143
9.720459,-1.0247183,2.7485435,2025-02-16 16:31:06.147
10.218452,-0.5650316,2.9496565,2025-02-16 16:31:06.151
11.683704,0.47884035,6.14831,2025-02-16 16:31:06.155
9.490616,0.37349546,1.0821792,2025-02-16 16:31:06.159
8.686164,0.24899697,2.3463178,2025-02-16 16:31:06.163
9.14585,0.8619126,8.111555,2025-02-16 16:31:06.168
6.397307,1.5705963,4.7309427,2025-02-16 16:31:06.171
6.751649,3.323152,7.4507556,2025-02-16 16:31:06.174
7.441179,4.0797195,10.371682,2025-02-16 16:31:06.179
6.0621185,3.7828386,2.7581203,2025-02-16 16:31:06.183
8.456321,4.2521024,4.8458643,2025-02-16 16:31:06.186
9.77792,5.1906295,3.8019924,2025-02-16 16:31:06.191
9.959879,5.659893,0.6895301,2025-02-16 16:31:06.195
11.166556,6.1195793,3.0454245,2025-02-16 16:31:06.199
10.563218,5.707777,1.1300632,2025-02-16 16:31:06.203
9.3182335,4.156334,0.08619126,2025-02-16 16:31:06.210
9.80665,3.2082303,4.3861775,2025-02-16 16:31:06.211
9.471462,2.4229321,4.9416323,2025-02-16 16:31:06.215
8.743625,1.8579005,4.4436383,2025-02-16 16:31:06.219
9.050082,1.8962077,6.205771,2025-02-16 16:31:06.222
8.6095495,2.3175871,5.2480903,2025-02-16 16:31:06.228
9.864111,2.815581,9.165004,2025-02-16 16:31:06.231
9.595961,2.566584,6.895301,2025-02-16 16:31:06.234
9.624691,2.3463178,5.4779334,2025-02-16 16:31:06.240
9.3661175,2.5378537,2.1452048,2025-02-16 16:31:06.243
10.649409,3.3614593,5.985504,2025-02-16 16:31:06.248
10.333375,3.5913026,3.7062242,2025-02-16 16:31:06.251
8.762778,2.078167,1.3982137,2025-02-16 16:31:06.256
9.825804,1.3694834,6.531382,2025-02-16 16:31:06.259
8.762778,0.33518824,5.746084,2025-02-16 16:31:06.264
7.086837,-0.38307226,1.541866,2025-02-16 16:31:06.267
9.232041,0.4309563,7.3645644,2025-02-16 16:31:06.272
8.1881695,0.5267244,2.767697,2025-02-16 16:31:06.275
9.3182335,0.79487497,2.5187001,2025-02-16 16:31:06.278
11.329363,1.0534488,4.7884035,2025-02-16 16:31:06.283
9.433155,0.45968673,-2.9975405,2025-02-16 16:31:06.287
10.400413,1.3311762,-0.91937345,2025-02-16 16:31:06.291
12.852075,2.585738,7.383718,2025-02-16 16:31:06.296
10.0269165,2.5378537,1.8579005,2025-02-16 16:31:06.299
10.132261,2.585738,7.28795,2025-02-16 16:31:06.304
10.429143,2.3463178,12.095507,2025-02-16 16:31:06.307
7.1059904,0.94810385,4.7309427,2025-02-16 16:31:06.311
6.8569937,-0.02873042,5.889736,2025-02-16 16:31:06.315
8.149862,-0.25857377,10.323798,2025-02-16 16:31:06.319
6.3302693,-0.63206923,3.8977604,2025-02-16 16:31:06.323
9.136273,0.21068975,8.66701,2025-02-16 16:31:06.327
10.007763,-0.095768064,7.9008656,2025-02-16 16:31:06.330
8.532935,-0.90979666,0.49799395,2025-02-16 16:31:06.335
10.5919485,-0.22026655,5.2480903,2025-02-16 16:31:06.339
11.63582,0.7757214,7.8912888,2025-02-16 16:31:06.344
8.504205,1.2449849,-1.6089035,2025-02-16 16:31:06.347
10.180145,1.2545617,7.1634517,2025-02-16 16:31:06.351
9.107543,0.12449849,7.6135616,2025-02-16 16:31:06.355
7.144298,-1.3503298,4.146757,2025-02-16 16:31:06.359
8.169016,-1.388637,7.0581064,2025-02-16 16:31:06.363
8.868123,-0.7374141,7.326257,2025-02-16 16:31:06.367
7.632715,-0.5746084,0.7469909,2025-02-16 16:31:06.371
9.595961,-0.009576807,3.8402996,2025-02-16 16:31:06.375
8.983045,-0.10534488,2.183512,2025-02-16 16:31:06.378
8.169016,-0.12449849,0.5554548,2025-02-16 16:31:06.383
10.611102,0.24899697,8.599973,2025-02-16 16:31:06.387
10.055647,-0.46926352,6.157887,2025-02-16 16:31:06.392
9.260772,-1.7142484,2.9017725,2025-02-16 16:31:06.395
10.141838,-1.3311762,4.31914,2025-02-16 16:31:06.399
9.844957,-0.545878,3.3518825,2025-02-16 16:31:06.403
8.954314,0.009576807,2.6527755,2025-02-16 16:31:06.408
9.414001,-0.15322891,6.244078,2025-02-16 16:31:06.411
7.690176,-0.8810662,3.371036,2025-02-16 16:31:06.416
8.236053,-0.8810662,3.4572272,2025-02-16 16:31:06.419
9.883265,0.18195933,5.171476,2025-02-16 16:31:06.423
9.691729,0.45968673,0.8619126,2025-02-16 16:31:06.426
9.126697,0.50757074,-0.93852705,2025-02-16 16:31:06.431
10.649409,1.2545617,4.7405195,2025-02-16 16:31:06.435
8.264784,1.3024458,1.7525556,2025-02-16 16:31:06.440
7.690176,1.7238252,3.4093432,2025-02-16 16:31:06.442
7.565677,1.340753,5.9280434,2025-02-16 16:31:06.447
7.489063,0.6607997,5.554548,2025-02-16 16:31:06.451
9.911995,0.34476504,8.39886,2025-02-16 16:31:06.455
9.80665,0.10534488,2.2409728,2025-02-16 16:31:06.459
10.477027,0.7278373,0.6895301,2025-02-16 16:31:06.462
11.540052,1.7429788,1.9728222,2025-02-16 16:31:06.467
10.189722,1.1683705,1.283292,2025-02-16 16:31:06.472
9.758766,-0.6703765,4.673482,2025-02-16 16:31:06.478
8.034941,-2.72939,2.9783869,2025-02-16 16:31:06.480
6.933608,-3.6296098,1.8483237,2025-02-16 16:31:06.482
7.97748,-2.3080103,6.4068837,2025-02-16 16:31:06.488
9.548077,-0.11492168,8.121132,2025-02-16 16:31:06.491
9.346964,1.1683705,2.8921957,2025-02-16 16:31:06.496
10.25676,1.0726024,3.8786068,2025-02-16 16:31:06.499
10.620679,0.79487497,3.3901896,2025-02-16 16:31:06.504
10.927136,0.50757074,4.309563,2025-02-16 16:31:06.508
9.433155,-0.16280572,-0.16280572,2025-02-16 16:31:06.510
8.973468,-0.62249243,0.81402856,2025-02-16 16:31:06.514
8.896853,-0.7565677,3.1986535,2025-02-16 16:31:06.518
9.011775,-0.17238252,4.8745947,2025-02-16 16:31:06.522
8.858546,0.48841715,3.5338416,2025-02-16 16:31:06.527
8.887277,1.13964,3.2273839,2025-02-16 16:31:06.531
10.01734,1.8674773,4.4723687,2025-02-16 16:31:06.536
10.5440645,2.1068976,4.5681367,2025-02-16 16:31:06.540
9.232041,1.3503298,1.3024458,2025-02-16 16:31:06.543
8.944737,0.93852705,3.3901896,2025-02-16 16:31:06.547
9.289502,0.6512229,7.335834,2025-02-16 16:31:06.552
7.7093296,0.46926352,4.865018,2025-02-16 16:31:06.555
9.471462,1.3503298,7.0581064,2025-02-16 16:31:06.558
10.371682,0.82360536,7.489063,2025-02-16 16:31:06.562
9.3661175,-0.40222588,0.22026655,2025-02-16 16:31:06.566
12.459426,0.076614454,7.335834,2025-02-16 16:31:06.571
10.534488,0.18195933,-0.91937345,2025-02-16 16:31:06.576
10.218452,0.7182605,0.37349546,2025-02-16 16:31:06.579
12.162544,1.3311762,8.887277,2025-02-16 16:31:06.583
9.720459,1.1300632,4.223372,2025-02-16 16:31:06.587
10.352529,1.0630256,8.111555,2025-02-16 16:31:06.591
9.346964,0.7374141,4.999093,2025-02-16 16:31:06.595
7.9008656,0.50757074,2.27928,2025-02-16 16:31:06.599
9.959879,1.043872,7.345411,2025-02-16 16:31:06.603
9.634268,0.93852705,4.807557,2025-02-16 16:31:06.607
8.686164,0.05746084,0.9768343,2025-02-16 16:31:06.611
10.716447,-1.2066777,5.889736,2025-02-16 16:31:06.614
8.8777,-2.7868507,0.78529817,2025-02-16 16:31:06.618
9.615114,-2.7485435,1.1492168,2025-02-16 16:31:06.623
10.850522,-1.2641385,3.0262709,2025-02-16 16:31:06.627
8.772355,0.06703765,-2.4516625,2025-02-16 16:31:06.632
9.270349,1.5801731,-0.59376204,2025-02-16 16:31:06.635
10.524911,3.572149,4.462792,2025-02-16 16:31:06.639
7.824251,2.7006595,-3.1411927,2025-02-16 16:31:06.643
8.590396,2.528277,2.1164744,2025-02-16 16:31:06.648
10.04607,3.2465374,7.422025,2025-02-16 16:31:06.651
9.595961,4.175488,7.4986396,2025-02-16 16:31:06.655
9.471462,4.309563,5.5737014,2025-02-16 16:31:06.659
10.649409,3.86903,8.082825,2025-02-16 16:31:06.662
9.662998,1.6376339,4.6926355,2025-02-16 16:31:06.666
6.9527617,-0.30645782,-3.86903,2025-02-16 16:31:06.672
8.676587,-0.21068975,1.1971009,2025-02-16 16:31:06.675
10.01734,0.45968673,5.5258174,2025-02-16 16:31:06.679
7.97748,0.24899697,-0.9576807,2025-02-16 16:31:06.683
8.820239,0.40222588,0.6991069,2025-02-16 16:31:06.687
10.275913,1.5227122,5.0278234,2025-02-16 16:31:06.691
10.955867,2.1452048,7.3645644,2025-02-16 16:31:06.695
7.2304893,1.5131354,-2.8443117,2025-02-16 16:31:06.699
6.655881,2.2888567,-3.6104562,2025-02-16 16:31:06.703
9.634268,3.8115692,7.843405,2025-02-16 16:31:06.707
5.3438582,3.083732,-3.1124623,2025-02-16 16:31:06.711
7.9008656,2.231396,4.3957543,2025-02-16 16:31:06.714
7.9391727,1.2737153,4.3957543,2025-02-16 16:31:06.719
7.249643,0.641646,0.21068975,2025-02-16 16:31:06.722
8.226477,0.6512229,0.9576807,2025-02-16 16:31:06.727
8.762778,0.91937345,1.2449849,2025-02-16 16:31:06.731
7.8529816,0.641646,-1.484405,2025-02-16 16:31:06.735
8.178593,1.1492168,1.7621324,2025-02-16 16:31:06.739
10.582372,2.4516625,8.63828,2025-02-16 16:31:06.744
10.764331,3.667917,7.8146744,2025-02-16 16:31:06.747
11.377247,4.1371803,9.519346,2025-02-16 16:31:06.750
10.352529,3.1890767,6.8761473,2025-02-16 16:31:06.754
10.170568,2.0015526,7.5082164,2025-02-16 16:31:06.759
10.70687,2.2888567,11.492168,2025-02-16 16:31:06.762
8.130709,2.930503,4.7788267,2025-02-16 16:31:06.767
8.331821,3.2944214,7.1251445,2025-02-16 16:31:06.772
8.791509,2.6623523,10.812215,2025-02-16 16:31:06.776
7.201759,0.80445176,4.4819455,2025-02-16 16:31:06.779
7.9487495,-0.78529817,2.882619,2025-02-16 16:31:06.783
8.772355,-0.90979666,3.3997664,2025-02-16 16:31:06.787
8.379706,-0.6991069,-0.29688102,2025-02-16 16:31:06.792
9.701305,0.6703765,1.3120226,2025-02-16 16:31:06.795
9.959879,2.1164744,2.2409728,2025-02-16 16:31:06.799
10.093954,2.920926,5.257667,2025-02-16 16:31:06.803
8.619126,2.4708161,5.592855,2025-02-16 16:31:06.810
7.2304893,2.1068976,4.0892963,2025-02-16 16:31:06.811
7.8050976,2.5474305,6.7324953,2025-02-16 16:31:06.815
7.699753,2.882619,5.2289367,2025-02-16 16:31:06.819
7.019799,2.825158,0.7565677,2025-02-16 16:31:06.823
8.7532015,3.265691,3.169923,2025-02-16 16:31:06.827
9.739613,2.920926,3.9073372,2025-02-16 16:31:06.831
8.619126,2.4229321,0.89064306,2025-02-16 16:31:06.835
9.883265,1.8100165,5.602432,2025-02-16 16:31:06.839
9.739613,1.1013328,6.033388,2025-02-16 16:31:06.843
9.873688,0.7469909,5.813122,2025-02-16 16:31:06.847
10.28549,1.1204864,3.3135753,2025-02-16 16:31:06.851
10.180145,1.1492168,0.82360536,2025-02-16 16:31:06.854
10.429143,0.81402856,1.5897499,2025-02-16 16:31:06.868
10.515334,0.47884035,4.5298295,2025-02-16 16:31:06.869
8.820239,0.37349546,2.5761611,2025-02-16 16:31:06.870
7.97748,0.6799533,3.3901896,2025-02-16 16:31:06.875
7.3645644,0.82360536,5.439626,2025-02-16 16:31:06.876
7.8146744,1.6759412,7.4986396,2025-02-16 16:31:06.881
7.6231384,2.4229321,6.7133417,2025-02-16 16:31:06.883
7.680599,3.0358477,4.2042184,2025-02-16 16:31:06.887
9.624691,3.323152,9.050082,2025-02-16 16:31:06.891
9.662998,2.6431987,5.056554,2025-02-16 16:31:06.894
9.710882,1.6759412,2.767697,2025-02-16 16:31:06.898
10.5919485,1.5035586,1.532289,2025-02-16 16:31:06.903
9.030929,1.2258313,-0.59376204,2025-02-16 16:31:06.907
9.126697,1.7429788,-0.2873042,2025-02-16 16:31:06.911
8.772355,1.6280571,4.3478703,2025-02-16 16:31:06.915
6.7324953,0.41180268,0.842759,2025-02-16 16:31:06.920
7.201759,-0.47884035,5.5162406,2025-02-16 16:31:06.923
9.232041,0.095768064,9.069236,2025-02-16 16:31:06.928
9.931149,1.4939818,7.4603324,2025-02-16 16:31:06.933
9.883265,2.873042,6.1866174,2025-02-16 16:31:06.935
9.471462,3.2082303,7.8625584,2025-02-16 16:31:06.941
9.797073,2.4037786,9.270349,2025-02-16 16:31:06.942
10.371682,0.05746084,11.128249,2025-02-16 16:31:06.947
10.218452,-1.9919758,3.7828386,2025-02-16 16:31:06.951
13.024457,-0.79487497,5.4300494,2025-02-16 16:31:06.954
12.6222315,1.484405,0.92895025,2025-02-16 16:31:06.960
11.63582,2.9496565,0.81402856,2025-02-16 16:31:06.963
9.950302,2.6240451,3.6774938,2025-02-16 16:31:06.967
7.920019,0.9576807,6.3206925,2025-02-16 16:31:06.971
5.21936,-1.6089035,4.050989,2025-02-16 16:31:06.976
5.93762,-0.7182605,4.721366,2025-02-16 16:31:06.979
7.335834,2.480393,3.8115692,2025-02-16 16:31:06.983
8.858546,5.5258174,2.7006595,2025-02-16 16:31:06.987
10.007763,6.7612257,4.817134,2025-02-16 16:31:06.991
9.394848,5.171476,5.21936,2025-02-16 16:31:06.995
8.7532015,0.9576807,6.3111157,2025-02-16 16:31:06.999
8.360553,-1.532289,5.7748146,2025-02-16 16:31:07.002
8.7053175,-2.1643584,3.169923,2025-02-16 16:31:07.007
9.308656,-1.5993267,-0.5267244,2025-02-16 16:31:07.011
11.932701,0.20111294,3.4380736,2025-02-16 16:31:07.015
11.137826,1.0055647,-2.030283,2025-02-16 16:31:07.018
10.199299,1.6184803,-0.20111294,2025-02-16 16:31:07.024
11.501745,2.2409728,8.389283,2025-02-16 16:31:07.027
8.00621,2.5570073,2.8921957,2025-02-16 16:31:07.031
7.872135,3.86903,4.7022123,2025-02-16 16:31:07.035
8.379706,5.1235914,7.575254,2025-02-16 16:31:07.039
7.383718,4.9703627,5.803545,2025-02-16 16:31:07.043
7.029376,3.4093432,2.825158,2025-02-16 16:31:07.047
9.14585,2.2888567,7.335834,2025-02-16 16:31:07.050
7.3071036,1.2066777,-0.22984336,2025-02-16 16:31:07.055
8.839393,1.4556746,2.4899697,2025-02-16 16:31:07.060
9.844957,1.685518,4.405331,2025-02-16 16:31:07.063
9.414001,0.9672575,1.7908629,2025-02-16 16:31:07.067
11.128249,-0.10534488,4.5394063,2025-02-16 16:31:07.071
11.597513,-1.2066777,3.8402996,2025-02-16 16:31:07.078
10.429143,-1.3982137,-1.0247183,2025-02-16 16:31:07.079
10.563218,-0.11492168,0.45010993,2025-02-16 16:31:07.083
9.634268,1.5993267,1.0342951,2025-02-16 16:31:07.087
8.24563,2.7964275,0.7086837,2025-02-16 16:31:07.091
7.4028716,1.934515,5.4683566,2025-02-16 16:31:07.096
7.029376,0.31603462,7.2592196,2025-02-16 16:31:07.099
5.401319,-1.3694834,3.4380736,2025-02-16 16:31:07.103
7.067683,-0.51714754,4.759673,2025-02-16 16:31:07.107
9.442732,2.0590134,5.6120086,2025-02-16 16:31:07.111
9.050082,3.86903,0.4405331,2025-02-16 16:31:07.115
11.118672,4.060566,4.606444,2025-02-16 16:31:07.119
10.04607,1.8100165,1.5801731,2025-02-16 16:31:07.123
9.279925,-0.82360536,1.7142484,2025-02-16 16:31:07.128
9.3661175,-1.5227122,3.4955344,2025-02-16 16:31:07.130
9.557653,-0.06703765,4.55856,2025-02-16 16:31:07.135
8.944737,1.6089035,3.169923,2025-02-16 16:31:07.139
9.346964,2.834735,4.510676,2025-02-16 16:31:07.143
9.021352,1.9249382,4.146757,2025-02-16 16:31:07.146
9.088389,1.1779473,3.8307228,2025-02-16 16:31:07.151
9.32781,0.93852705,5.1810527,2025-02-16 16:31:07.155
9.107543,1.5131354,5.755661,2025-02-16 16:31:07.159
8.437167,2.6144683,4.5777135,2025-02-16 16:31:07.163
8.437167,2.2505496,6.253655,2025-02-16 16:31:07.167
8.207323,0.34476504,6.1195793,2025-02-16 16:31:07.171
8.264784,-1.733402,3.9935284,2025-02-16 16:31:07.175
8.63828,-2.3942018,-1.3694834,2025-02-16 16:31:07.179
9.959879,-0.45968673,-3.064578,2025-02-16 16:31:07.183
12.545617,2.9592333,0.5746084,2025-02-16 16:31:07.186
11.425131,5.506664,-0.80445176,2025-02-16 16:31:07.190
11.597513,5.1810527,6.0716953,2025-02-16 16:31:07.194
8.6574335,3.1890767,4.4915223,2025-02-16 16:31:07.199
6.991069,1.532289,3.8881836,2025-02-16 16:31:07.203
7.1634517,2.1739352,6.789956,2025-02-16 16:31:07.208
6.981492,3.8402996,3.1411927,2025-02-16 16:31:07.211
7.4507556,5.3342814,-0.50757074,2025-02-16 16:31:07.215
8.456321,4.721366,0.545878,2025-02-16 16:31:07.219
8.7053175,3.2273839,0.08619126,2025-02-16 16:31:07.223
10.6398325,1.9536686,4.213795,2025-02-16 16:31:07.227
9.969456,1.6089035,4.0797195,2025-02-16 16:31:07.231
11.597513,2.719813,8.465898,2025-02-16 16:31:07.235
11.21444,3.371036,8.178593,2025-02-16 16:31:07.240
10.275913,1.685518,7.517793,2025-02-16 16:31:07.243
10.754754,-0.59376204,9.902418,2025-02-16 16:31:07.247
9.969456,-2.72939,7.029376,2025-02-16 16:31:07.250
9.002198,-3.0358477,0.50757074,2025-02-16 16:31:07.255
11.051635,-0.78529817,2.9975405,2025-02-16 16:31:07.259
11.683704,2.4420857,1.9536686,2025-02-16 16:31:07.263
9.873688,3.0933087,-1.8100165,2025-02-16 16:31:07.267
10.6877165,3.3997664,5.1140146,2025-02-16 16:31:07.272
8.810662,2.96881,4.6160207,2025-02-16 16:31:07.275
7.3645644,2.5570073,5.2959743,2025-02-16 16:31:07.279
7.73806,2.9975405,9.241618,2025-02-16 16:31:07.283
8.331821,4.156334,8.848969,2025-02-16 16:31:07.286
7.8050976,3.7541082,2.681506,2025-02-16 16:31:07.290
7.9870567,3.016694,-0.9576807,2025-02-16 16:31:07.295
10.199299,2.0973208,2.719813,2025-02-16 16:31:07.299
10.247183,1.9153614,1.2162545,2025-02-16 16:31:07.305
10.352529,1.8195933,0.6703765,2025-02-16 16:31:07.308
11.674128,2.327164,5.8226986,2025-02-16 16:31:07.311
11.444284,2.183512,6.3589997,2025-02-16 16:31:07.316
10.572795,1.0630256,4.3478703,2025-02-16 16:31:07.319
10.0269165,-0.05746084,4.003105,2025-02-16 16:31:07.322
10.0269165,0.095768064,4.5872903,2025-02-16 16:31:07.327
8.743625,1.4939818,2.4229321,2025-02-16 16:31:07.331
8.963891,3.074155,4.6160207,2025-02-16 16:31:07.334
7.881712,2.3654714,3.3135753,2025-02-16 16:31:07.339
9.107543,0.7278373,7.565677,2025-02-16 16:31:07.343
9.32781,-0.48841715,6.2728086,2025-02-16 16:31:07.347
9.126697,-0.16280572,2.6048915,2025-02-16 16:31:07.351
10.764331,1.9153614,4.5872903,2025-02-16 16:31:07.355
10.955867,3.5051112,4.8458643,2025-02-16 16:31:07.359
7.920019,2.6048915,-1.733402,2025-02-16 16:31:07.363
9.605537,1.8770541,5.3821654,2025-02-16 16:31:07.367
9.500193,1.1683705,5.8322754,2025-02-16 16:31:07.371
7.3549876,0.6991069,-1.3790601,2025-02-16 16:31:07.375
10.151415,1.1109096,5.6790466,2025-02-16 16:31:07.378
9.078813,1.340753,1.733402,2025-02-16 16:31:07.382
8.647857,1.9919758,1.1683705,2025-02-16 16:31:07.386
10.151415,3.2465374,6.435614,2025-02-16 16:31:07.391
7.4124484,2.777274,1.484405,2025-02-16 16:31:07.395
7.5944076,2.2505496,5.7748146,2025-02-16 16:31:07.399
9.241618,1.1013328,11.769896,2025-02-16 16:31:07.404
5.841852,-2.4037786,1.3599066,2025-02-16 16:31:07.407
8.532935,-3.122039,7.1347213,2025-02-16 16:31:07.411
10.429143,-2.719813,9.404425,2025-02-16 16:31:07.415
7.8625584,-2.4516625,-1.2066777,2025-02-16 16:31:07.419
9.902418,-1.3311762,1.4556746,2025-02-16 16:31:07.422
11.856087,-0.80445176,5.8226986,2025-02-16 16:31:07.427
8.121132,-1.3215994,-4.5777135,2025-02-16 16:31:07.431
9.9790325,-0.30645782,3.3997664,2025-02-16 16:31:07.434
10.007763,1.1971009,5.1140146,2025-02-16 16:31:07.440
7.9008656,2.2409728,0.61291564,2025-02-16 16:31:07.443
9.270349,3.7062242,7.603985,2025-02-16 16:31:07.447
8.178593,3.8498764,8.1402855,2025-02-16 16:31:07.451
5.985504,2.3175871,6.4739213,2025-02-16 16:31:07.457
5.592855,0.51714754,7.07726,2025-02-16 16:31:07.459
4.9224787,-0.7374141,4.5681367,2025-02-16 16:31:07.464
7.6135616,-0.63206923,8.772355,2025-02-16 16:31:07.467
8.552089,-0.545878,4.9895163,2025-02-16 16:31:07.471
9.203311,-0.2681506,-0.45010993,2025-02-16 16:31:07.477
13.426683,1.0342951,4.9799395,2025-02-16 16:31:07.478
13.532028,0.6991069,2.0590134,2025-02-16 16:31:07.482
11.865664,-0.5554548,-2.2505496,2025-02-16 16:31:07.488
11.9135475,-1.3790601,1.9536686,2025-02-16 16:31:07.491
10.5440645,-1.7525556,3.9935284,2025-02-16 16:31:07.497
7.2783732,-1.6759412,-1.0247183,2025-02-16 16:31:07.499
8.475474,0.22026655,8.379706,2025-02-16 16:31:07.503
7.3645644,1.4748282,5.267244,2025-02-16 16:31:07.507
5.6407394,1.6567876,0.89064306,2025-02-16 16:31:07.511
7.4507556,1.9057846,6.646304,2025-02-16 16:31:07.515
8.1881695,2.2697031,6.646304,2025-02-16 16:31:07.519
8.303091,2.8634653,4.156334,2025-02-16 16:31:07.523
9.241618,4.0701427,3.371036,2025-02-16 16:31:07.526
10.199299,4.6351743,6.435614,2025-02-16 16:31:07.530
9.768343,3.3423057,4.003105,2025-02-16 16:31:07.535
7.393295,1.1683705,-1.1013328,2025-02-16 16:31:07.539
9.193734,0.32561144,6.5601125,2025-02-16 16:31:07.543
8.571242,-0.45010993,5.0182467,2025-02-16 16:31:07.548
8.082825,-0.4213795,0.40222588,2025-02-16 16:31:07.551
10.486604,0.29688102,9.260772,2025-02-16 16:31:07.555
9.615114,0.16280572,4.4244847,2025-02-16 16:31:07.559
10.5440645,-0.038307227,5.104438,2025-02-16 16:31:07.564
12.028469,0.90021986,7.335834,2025-02-16 16:31:07.566
11.176133,1.6089035,2.834735,2025-02-16 16:31:07.571
11.348516,3.1316159,3.3518825,2025-02-16 16:31:07.575
11.109096,3.1028855,4.501099,2025-02-16 16:31:07.578
8.37013,1.5035586,1.0630256,2025-02-16 16:31:07.583
6.7229185,0.11492168,-0.009576807,2025-02-16 16:31:07.587
8.312668,-0.05746084,7.517793,2025-02-16 16:31:07.591
8.322245,0.2681506,9.892841,2025-02-16 16:31:07.595
6.7708025,2.336741,0.7469909,2025-02-16 16:31:07.599
9.816227,4.223372,5.66947,2025-02-16 16:31:07.603
9.193734,4.501099,1.043872,2025-02-16 16:31:07.609
8.781932,3.7253778,-1.9919758,2025-02-16 16:31:07.611
10.907983,3.5338416,4.8937483,2025-02-16 16:31:07.614
