Y acceleration m/s^2,-X acceleration m/s^2,Z acceleration m/s^2 Z,Sample time [seg]
7.086837,1.2545617,2.3654714,2025-02-16 16:30:52.931
7.7667904,1.2641385,7.8625584,2025-02-16 16:30:52.936
7.9966335,0.7278373,10.093954,2025-02-16 16:30:52.938
6.991069,0.17238252,5.2863975,2025-02-16 16:30:52.943
9.883265,1.5897499,7.5465236,2025-02-16 16:30:52.947
9.931149,1.8483237,2.0685902,2025-02-16 16:30:52.951
9.394848,2.1068976,-3.6774938,2025-02-16 16:30:52.955
12.545617,2.2984335,4.855441,2025-02-16 16:30:52.959
10.563218,1.8674773,0.6703765,2025-02-16 16:30:52.964
8.561666,1.3982137,-1.8291701,2025-02-16 16:30:52.967
8.6574335,1.9632454,4.7405195,2025-02-16 16:30:52.971
6.2823853,2.0111294,2.5474305,2025-02-16 16:30:52.975
8.1402855,2.6910827,10.390836,2025-02-16 16:30:52.979
6.885724,3.3135753,5.363012,2025-02-16 16:30:52.983
6.8569937,4.4819455,1.8195933,2025-02-16 16:30:52.987
8.571242,4.9224787,3.667917,2025-02-16 16:30:52.991
8.255207,4.8267107,0.545878,2025-02-16 16:30:52.996
9.519346,3.821146,3.3423057,2025-02-16 16:30:52.999
8.236053,2.5570073,-1.3982137,2025-02-16 16:30:53.003
9.32781,2.183512,2.030283,2025-02-16 16:30:53.008
9.059659,1.7525556,2.585738,2025-02-16 16:30:53.011
9.998186,2.6623523,5.6215854,2025-02-16 16:30:53.015
13.2351465,3.6870706,16.261417,2025-02-16 16:30:53.019
12.200851,2.930503,11.789049,2025-02-16 16:30:53.023
6.588843,-0.37349546,-3.265691,2025-02-16 16:30:53.027
8.90643,-0.9576807,3.0933087,2025-02-16 16:30:53.030
12.4785795,-0.095768064,13.752295,2025-02-16 16:30:53.034
7.967903,-0.93852705,0.5267244,2025-02-16 16:30:53.039
12.698846,1.9728222,14.958972,2025-02-16 16:30:53.043
11.760319,2.6431987,12.133814,2025-02-16 16:30:53.047
4.9703627,1.4269443,-10.160992,2025-02-16 16:30:53.051
8.983045,2.825158,3.2944214,2025-02-16 16:30:53.055
12.660539,4.185065,15.20797,2025-02-16 16:30:53.059
5.4683566,3.7062242,-8.820239,2025-02-16 16:30:53.063
11.243171,6.7803793,7.5082164,2025-02-16 16:30:53.067
9.452309,7.97748,5.0757074,2025-02-16 16:30:53.071
5.707777,6.8665705,-3.3997664,2025-02-16 16:30:53.075
9.002198,6.339846,8.7053175,2025-02-16 16:30:53.079
10.984597,5.8322754,12.641385,2025-02-16 16:30:53.082
9.251195,3.4572272,3.3423057,2025-02-16 16:30:53.087
10.898406,3.0933087,3.9552212,2025-02-16 16:30:53.091
12.488156,3.6583402,8.293514,2025-02-16 16:30:53.095
10.103531,3.620033,1.5514427,2025-02-16 16:30:53.099
12.411542,3.3614593,10.362105,2025-02-16 16:30:53.103
10.984597,1.0151415,7.690176,2025-02-16 16:30:53.108
5.305551,-2.030283,-8.274361,2025-02-16 16:30:53.111
8.63828,0.40222588,4.9703627,2025-02-16 16:30:53.114
7.603985,3.5817258,3.3806129,2025-02-16 16:30:53.119
4.9320555,5.6120086,-5.48751,2025-02-16 16:30:53.122
6.847417,5.8322754,3.2273839,2025-02-16 16:30:53.127
5.554548,3.6391866,1.7046716,2025-02-16 16:30:53.130
5.602432,1.2066777,1.283292,2025-02-16 16:30:53.135
8.322245,0.842759,6.7229185,2025-02-16 16:30:53.139
8.054094,1.3982137,1.8674773,2025-02-16 16:30:53.143
11.9614315,2.7868507,10.563218,2025-02-16 16:30:53.148
11.348516,1.6759412,5.6790466,2025-02-16 16:30:53.151
8.561666,-0.82360536,-2.3750482,2025-02-16 16:30:53.155
12.545617,-1.2162545,9.548077,2025-02-16 16:30:53.159
9.452309,-2.4229321,-0.1436521,2025-02-16 16:30:53.162
8.054094,-1.6089035,-6.5984197,2025-02-16 16:30:53.166
11.779472,0.2681506,5.8226986,2025-02-16 16:30:53.170
8.992621,0.5650316,0.6991069,2025-02-16 16:30:53.175
6.9144545,0.81402856,0.7278373,2025-02-16 16:30:53.179
9.030929,1.3790601,11.473015,2025-02-16 16:30:53.183
4.759673,1.7525556,3.964798,2025-02-16 16:30:53.187
6.397307,2.4708161,8.465898,2025-02-16 16:30:53.191
7.479486,2.4995465,11.147403,2025-02-16 16:30:53.195
5.583278,1.8579005,5.133168,2025-02-16 16:30:53.199
8.331821,1.8579005,8.935161,2025-02-16 16:30:53.203
9.260772,2.0685902,5.506664,2025-02-16 16:30:53.208
11.099519,2.2505496,6.742072,2025-02-16 16:30:53.211
9.662998,0.45968673,2.6527755,2025-02-16 16:30:53.215
8.628703,-1.5035586,1.9249382,2025-02-16 16:30:53.218
9.193734,-2.1452048,4.4723687,2025-02-16 16:30:53.222
8.465898,-1.9632454,3.2561142,2025-02-16 16:30:53.226
8.063671,-1.0055647,1.2354081,2025-02-16 16:30:53.232
9.643845,1.2737153,7.52737,2025-02-16 16:30:53.234
8.255207,1.7908629,5.66947,2025-02-16 16:30:53.240
6.895301,1.6472107,3.064578,2025-02-16 16:30:53.243
7.3071036,1.7429788,7.3071036,2025-02-16 16:30:53.248
7.843405,1.1109096,9.653421,2025-02-16 16:30:53.251
8.015787,0.842759,5.00867,2025-02-16 16:30:53.256
9.069236,1.9728222,4.8745947,2025-02-16 16:30:53.259
10.831368,2.1068976,5.1140146,2025-02-16 16:30:53.264
9.56723,0.2873042,0.21068975,2025-02-16 16:30:53.267
9.787497,-2.1452048,0.51714754,2025-02-16 16:30:53.271
11.932701,-2.7006595,7.1059904,2025-02-16 16:30:53.274
9.825804,-2.4995465,1.7621324,2025-02-16 16:30:53.279
9.155427,-0.7565677,0.78529817,2025-02-16 16:30:53.283
10.228029,0.545878,8.159439,2025-02-16 16:30:53.287
8.619126,0.095768064,4.050989,2025-02-16 16:30:53.291
8.676587,-0.4405331,4.6160207,2025-02-16 16:30:53.295
9.710882,0.8810662,7.603985,2025-02-16 16:30:53.299
9.3182335,3.1890767,4.9703627,2025-02-16 16:30:53.303
9.471462,4.903325,1.8483237,2025-02-16 16:30:53.308
10.180145,4.9416323,4.7500963,2025-02-16 16:30:53.311
9.56723,3.1507695,4.2904096,2025-02-16 16:30:53.316
8.149862,1.2258313,3.6008794,2025-02-16 16:30:53.320
8.523358,0.7374141,5.3247046,2025-02-16 16:30:53.323
8.628703,0.7469909,4.271256,2025-02-16 16:30:53.327
8.63828,0.90021986,2.3558946,2025-02-16 16:30:53.331
9.624691,0.6703765,2.8060043,2025-02-16 16:30:53.336
10.94629,0.36391866,6.5601125,2025-02-16 16:30:53.339
11.654974,-0.12449849,4.807557,2025-02-16 16:30:53.343
10.91756,-0.8810662,1.2545617,2025-02-16 16:30:53.347
11.702858,-0.5267244,3.5529952,2025-02-16 16:30:53.353
12.516887,0.7661445,6.042965,2025-02-16 16:30:53.354
10.6877165,1.7046716,1.8770541,2025-02-16 16:30:53.359
8.7532015,2.4133554,-1.5610195,2025-02-16 16:30:53.363
8.743625,2.777274,4.5394063,2025-02-16 16:30:53.366
8.7053175,3.4859576,10.965444,2025-02-16 16:30:53.371
8.121132,3.5434184,9.165004,2025-02-16 16:30:53.375
5.401319,2.7868507,0.90021986,2025-02-16 16:30:53.379
7.2592196,4.1946416,5.2768207,2025-02-16 16:30:53.383
8.916007,6.0716953,8.341399,2025-02-16 16:30:53.386
8.475474,6.6175733,3.3518825,2025-02-16 16:30:53.391
9.346964,5.5737014,4.7788267,2025-02-16 16:30:53.395
9.414001,3.8307228,4.5394063,2025-02-16 16:30:53.399
8.925584,1.8674773,2.1164744,2025-02-16 16:30:53.403
9.184157,2.1164744,2.0015526,2025-02-16 16:30:53.407
9.883265,2.815581,2.8443117,2025-02-16 16:30:53.410
9.279925,2.633622,4.185065,2025-02-16 16:30:53.414
8.456321,1.3311762,3.9935284,2025-02-16 16:30:53.419
9.021352,-0.4405331,6.8186865,2025-02-16 16:30:53.423
8.1402855,-2.2697031,3.6391866,2025-02-16 16:30:53.427
9.279925,-1.2737153,4.098873,2025-02-16 16:30:53.431
9.050082,0.63206923,2.4612393,2025-02-16 16:30:53.435
8.686164,1.7429788,0.08619126,2025-02-16 16:30:53.440
8.571242,1.1875241,0.31603462,2025-02-16 16:30:53.443
9.433155,0.25857377,5.8801594,2025-02-16 16:30:53.448
7.52737,-0.8523358,3.1890767,2025-02-16 16:30:53.451
6.196194,0.63206923,0.7565677,2025-02-16 16:30:53.455
8.255207,3.371036,8.724471,2025-02-16 16:30:53.458
9.021352,4.5298295,13.22557,2025-02-16 16:30:53.463
4.673482,2.8443117,-1.388637,2025-02-16 16:30:53.467
7.6135616,1.8195933,8.820239,2025-02-16 16:30:53.471
9.059659,1.4652514,9.260772,2025-02-16 16:30:53.475
6.7229185,1.4556746,-4.5394063,2025-02-16 16:30:53.479
12.028469,4.5681367,5.5258174,2025-02-16 16:30:53.483
13.22557,6.157887,7.833828,2025-02-16 16:30:53.489
8.619126,4.9224787,-1.9057846,2025-02-16 16:30:53.491
8.456321,3.8881836,3.7253778,2025-02-16 16:30:53.495
6.8665705,1.1779473,8.925584,2025-02-16 16:30:53.499
4.960786,-0.545878,6.339846,2025-02-16 16:30:53.502
4.9703627,-0.58418524,5.995081,2025-02-16 16:30:53.507
6.4260373,0.7469909,6.3302693,2025-02-16 16:30:53.513
5.841852,1.4173675,0.4309563,2025-02-16 16:30:53.516
8.283937,2.0207062,4.960786,2025-02-16 16:30:53.519
8.801085,0.90021986,4.903325,2025-02-16 16:30:53.527
8.197746,0.12449849,2.078167,2025-02-16 16:30:53.528
10.295067,0.45010993,6.4164605,2025-02-16 16:30:53.531
11.444284,1.8866309,4.8267107,2025-02-16 16:30:53.536
10.70687,2.6048915,-0.21068975,2025-02-16 16:30:53.540
10.620679,2.930503,-2.3175871,2025-02-16 16:30:53.543
10.745177,2.5187001,2.4516625,2025-02-16 16:30:53.547
7.4986396,1.3311762,-0.8523358,2025-02-16 16:30:53.550
8.446744,1.8100165,8.379706,2025-02-16 16:30:53.555
9.576807,2.5187001,15.868769,2025-02-16 16:30:53.559
6.588843,2.1930888,6.655881,2025-02-16 16:30:53.563
7.383718,2.6048915,8.839393,2025-02-16 16:30:53.567
9.969456,3.371036,10.419566,2025-02-16 16:30:53.571
9.232041,2.9113493,3.7924154,2025-02-16 16:30:53.576
11.032481,2.5761611,2.2984335,2025-02-16 16:30:53.579
11.501745,2.2888567,1.388637,2025-02-16 16:30:53.583
10.898406,1.0151415,0.7469909,2025-02-16 16:30:53.587
11.520899,0.11492168,3.7924154,2025-02-16 16:30:53.591
8.255207,-1.3503298,-1.283292,2025-02-16 16:30:53.595
5.9184666,-1.1779473,-4.6255975,2025-02-16 16:30:53.599
7.383718,0.40222588,3.064578,2025-02-16 16:30:53.603
7.2783732,1.7238252,3.9839516,2025-02-16 16:30:53.607
6.4547677,2.6144683,0.7661445,2025-02-16 16:30:53.610
7.8529816,3.7828386,2.1643584,2025-02-16 16:30:53.616
10.43872,5.391742,5.535394,2025-02-16 16:30:53.619
11.022904,5.93762,4.759673,2025-02-16 16:30:53.623
10.036493,5.353435,0.18195933,2025-02-16 16:30:53.627
11.003751,4.8937483,3.4859576,2025-02-16 16:30:53.632
11.18571,4.453215,2.8538885,2025-02-16 16:30:53.635
9.126697,2.7485435,-1.7717092,2025-02-16 16:30:53.640
8.801085,1.3599066,1.5227122,2025-02-16 16:30:53.643
9.615114,0.59376204,7.9391727,2025-02-16 16:30:53.647
6.8665705,0.08619126,-0.38307226,2025-02-16 16:30:53.651
9.011775,0.48841715,7.1826053,2025-02-16 16:30:53.656
8.341399,0.30645782,5.391742,2025-02-16 16:30:53.659
9.404425,1.2545617,6.4739213,2025-02-16 16:30:53.664
12.50731,2.4133554,10.850522,2025-02-16 16:30:53.667
10.831368,2.815581,2.6431987,2025-02-16 16:30:53.671
13.263878,3.3518825,8.101978,2025-02-16 16:30:53.675
9.136273,1.6759412,-2.2601264,2025-02-16 16:30:53.680
8.944737,-0.1436521,1.9057846,2025-02-16 16:30:53.683
11.128249,-0.8619126,13.761871,2025-02-16 16:30:53.687
6.0716953,-1.8866309,-1.3120226,2025-02-16 16:30:53.691
8.437167,-0.11492168,3.0262709,2025-02-16 16:30:53.695
11.520899,2.1643584,9.279925,2025-02-16 16:30:53.698
8.973468,2.4995465,1.5610195,2025-02-16 16:30:53.703
9.021352,2.480393,1.3982137,2025-02-16 16:30:53.707
8.983045,3.0262709,2.5761611,2025-02-16 16:30:53.711
8.935161,3.1028855,2.9113493,2025-02-16 16:30:53.715
9.097966,2.72939,1.9536686,2025-02-16 16:30:53.719
9.969456,1.8291701,3.3135753,2025-02-16 16:30:53.723
10.793061,1.0055647,3.6104562,2025-02-16 16:30:53.729
9.835381,-0.34476504,-1.8962077,2025-02-16 16:30:53.730
11.386824,-0.18195933,3.7541082,2025-02-16 16:30:53.735
8.839393,-1.2737153,1.5131354,2025-02-16 16:30:53.739
8.686164,-1.436521,6.5505357,2025-02-16 16:30:53.743
10.783484,-1.8483237,14.077906,2025-02-16 16:30:53.746
8.532935,-2.6431987,7.335834,2025-02-16 16:30:53.750
8.00621,-2.0111294,1.6376339,2025-02-16 16:30:53.754
10.314221,-0.20111294,6.5984197,2025-02-16 16:30:53.759
9.950302,1.733402,4.10845,2025-02-16 16:30:53.763
8.226477,2.0015526,1.7908629,2025-02-16 16:30:53.768
9.241618,1.733402,6.847417,2025-02-16 16:30:53.771
8.801085,0.82360536,6.847417,2025-02-16 16:30:53.775
7.7189064,-0.22984336,2.4516625,2025-02-16 16:30:53.779
9.481039,-0.19153613,6.1100025,2025-02-16 16:30:53.784
9.768343,1.2449849,2.9879637,2025-02-16 16:30:53.787
8.149862,1.8579005,-0.79487497,2025-02-16 16:30:53.791
7.9487495,2.4229321,-1.8770541,2025-02-16 16:30:53.795
7.728483,2.432509,0.095768064,2025-02-16 16:30:53.798
9.461885,0.9959879,6.244078,2025-02-16 16:30:53.802
7.2113357,-2.2409728,2.087744,2025-02-16 16:30:53.808
7.824251,-2.0685902,0.047884032,2025-02-16 16:30:53.811
12.210428,0.21068975,13.924677,2025-02-16 16:30:53.815
9.471462,0.30645782,3.5529952,2025-02-16 16:30:53.819
6.397307,-0.15322891,-4.7884035,2025-02-16 16:30:53.823
12.0571995,1.0630256,14.240712,2025-02-16 16:30:53.827
11.348516,-0.62249243,13.9917145,2025-02-16 16:30:53.831
6.646304,-2.4708161,-1.8100165,2025-02-16 16:30:53.836
11.271901,0.59376204,12.11466,2025-02-16 16:30:53.839
10.955867,3.0933087,11.377247,2025-02-16 16:30:53.843
6.244078,2.5761611,-0.51714754,2025-02-16 16:30:53.847
7.7667904,2.6623523,6.0716953,2025-02-16 16:30:53.850
7.3166804,1.2162545,8.00621,2025-02-16 16:30:53.855
5.497087,-0.35434186,3.3901896,2025-02-16 16:30:53.859
9.452309,0.60333884,10.333375,2025-02-16 16:30:53.863
8.734048,1.6184803,2.6240451,2025-02-16 16:30:53.867
10.70687,3.0358477,4.4819455,2025-02-16 16:30:53.872
12.890382,3.6966474,7.8625584,2025-02-16 16:30:53.875
9.212888,1.0247183,-1.9632454,2025-02-16 16:30:53.882
8.341399,-2.0398598,-2.0398598,2025-02-16 16:30:53.883
6.9527617,-3.9360676,-1.3120226,2025-02-16 16:30:53.887
3.9935284,-3.9552212,-8.743625,2025-02-16 16:30:53.890
8.6095495,-1.0630256,3.8402996,2025-02-16 16:30:53.895
11.013328,2.1547816,8.293514,2025-02-16 16:30:53.899
8.283937,3.5625722,-3.371036,2025-02-16 16:30:53.903
12.26789,6.397307,11.281479,2025-02-16 16:30:53.907
9.844957,5.755661,7.7093296,2025-02-16 16:30:53.911
7.1634517,3.9456444,4.807557,2025-02-16 16:30:53.915
7.920019,1.5514427,9.864111,2025-02-16 16:30:53.919
5.8705826,-0.35434186,3.1124623,2025-02-16 16:30:53.923
7.6135616,-0.9959879,5.48751,2025-02-16 16:30:53.927
9.32781,0.94810385,4.9799395,2025-02-16 16:30:53.934
9.232041,3.2465374,-1.340753,2025-02-16 16:30:53.935
10.927136,4.912902,5.104438,2025-02-16 16:30:53.939
12.430696,3.371036,14.432248,2025-02-16 16:30:53.943
6.4547677,0.17238252,0.23942018,2025-02-16 16:30:53.948
9.662998,-0.5363012,10.371682,2025-02-16 16:30:53.951
9.653421,-0.79487497,8.121132,2025-02-16 16:30:53.955
7.97748,0.4213795,-3.620033,2025-02-16 16:30:53.959
10.304645,1.8195933,2.5570073,2025-02-16 16:30:53.963
9.404425,1.3790601,0.038307227,2025-02-16 16:30:53.967
9.595961,0.31603462,4.6830587,2025-02-16 16:30:53.971
7.7189064,-1.7142484,2.087744,2025-02-16 16:30:53.977
5.056554,-0.9864111,-0.6799533,2025-02-16 16:30:53.979
7.431602,1.340753,8.178593,2025-02-16 16:30:53.983
7.776367,2.8634653,6.196194,2025-02-16 16:30:53.987
7.192182,2.9017725,-0.46926352,2025-02-16 16:30:53.990
9.998186,2.9783869,4.414908,2025-02-16 16:30:53.994
11.645397,3.1507695,7.2113357,2025-02-16 16:30:54.000
10.773908,3.6966474,2.6240451,2025-02-16 16:30:54.003
9.615114,3.86903,3.6774938,2025-02-16 16:30:54.007
10.036493,2.5761611,9.854534,2025-02-16 16:30:54.011
7.699753,0.05746084,5.746084,2025-02-16 16:30:54.016
7.9391727,-1.1013328,6.339846,2025-02-16 16:30:54.019
7.565677,0.038307227,1.7238252,2025-02-16 16:30:54.024
8.082825,4.462792,0.5363012,2025-02-16 16:30:54.027
8.418014,6.253655,2.9496565,2025-02-16 16:30:54.031
7.824251,5.5162406,4.2999864,2025-02-16 16:30:54.034
8.293514,3.620033,9.414001,2025-02-16 16:30:54.039
7.776367,0.7661445,9.136273,2025-02-16 16:30:54.042
6.694188,-0.9672575,5.4683566,2025-02-16 16:30:54.047
8.178593,0.94810385,5.9567738,2025-02-16 16:30:54.051
11.990162,3.4763808,12.421119,2025-02-16 16:30:54.056
10.783484,3.0933087,5.6886234,2025-02-16 16:30:54.059
10.01734,2.2218192,3.8977604,2025-02-16 16:30:54.063
14.279019,2.0111294,15.495274,2025-02-16 16:30:54.067
13.417107,0.8619126,11.60709,2025-02-16 16:30:54.071
10.70687,1.4173675,2.1068976,2025-02-16 16:30:54.077
13.2351465,3.122039,10.151415,2025-02-16 16:30:54.079
10.419566,2.6144683,5.66947,2025-02-16 16:30:54.083
9.040505,1.1204864,7.393295,2025-02-16 16:30:54.086
9.030929,-1.2449849,11.463438,2025-02-16 16:30:54.090
2.815581,-3.9360676,-6.301539,2025-02-16 16:30:54.096
4.0414124,-3.1316159,-10.869676,2025-02-16 16:30:54.099
7.97748,-0.641646,-2.1643584,2025-02-16 16:30:54.103
7.4603324,0.18195933,-9.174581,2025-02-16 16:30:54.106
9.337387,-0.45968673,-4.7022123,2025-02-16 16:30:54.115
8.264784,-0.24899697,-4.5681367,2025-02-16 16:30:54.116
10.371682,-0.1340753,5.985504,2025-02-16 16:30:54.119
8.197746,-0.7661445,2.5474305,2025-02-16 16:30:54.122
6.5601125,0.5554548,-4.1180267,2025-02-16 16:30:54.128
12.4785795,4.4723687,8.24563,2025-02-16 16:30:54.130
11.865664,5.755661,3.0550013,2025-02-16 16:30:54.135
7.603985,5.5162406,-8.925584,2025-02-16 16:30:54.139
10.295067,7.345411,6.0621185,2025-02-16 16:30:54.144
8.552089,7.1634517,13.522451,2025-02-16 16:30:54.147
5.765238,4.663905,9.481039,2025-02-16 16:30:54.151
7.7093296,2.4133554,14.958972,2025-02-16 16:30:54.155
7.728483,-0.32561144,10.534488,2025-02-16 16:30:54.160
7.73806,-0.7374141,1.7238252,2025-02-16 16:30:54.163
11.597513,1.7717092,4.5298295,2025-02-16 16:30:54.167
11.358093,3.9935284,-0.82360536,2025-02-16 16:30:54.171
13.168109,2.1164744,6.042965,2025-02-16 16:30:54.175
10.113108,-1.5131354,3.1411927,2025-02-16 16:30:54.179
8.283937,-4.4819455,0.7374141,2025-02-16 16:30:54.182
9.232041,-3.9360676,8.791509,2025-02-16 16:30:54.186
6.6367273,-2.3558946,1.5993267,2025-02-16 16:30:54.191
9.126697,2.4420857,8.8777,2025-02-16 16:30:54.195
7.824251,3.6296098,5.851429,2025-02-16 16:30:54.199
6.3589997,1.2066777,2.7581203,2025-02-16 16:30:54.203
7.833828,-1.6759412,9.155427,2025-02-16 16:30:54.207
7.479486,-2.825158,5.085284,2025-02-16 16:30:54.211
7.651869,-0.36391866,-0.1436521,2025-02-16 16:30:54.217
12.411542,4.711789,7.517793,2025-02-16 16:30:54.219
10.783484,5.48751,0.7374141,2025-02-16 16:30:54.223
9.557653,4.003105,-1.2066777,2025-02-16 16:30:54.226
11.789049,1.6759412,10.496181,2025-02-16 16:30:54.231
9.097966,-1.2162545,5.4779334,2025-02-16 16:30:54.234
7.690176,-0.2681506,0.58418524,2025-02-16 16:30:54.241
12.401965,4.6926355,12.861651,2025-02-16 16:30:54.243
9.385271,5.21936,3.763685,2025-02-16 16:30:54.247
7.431602,3.7445314,-1.2545617,2025-02-16 16:30:54.251
9.586384,1.8004397,6.895301,2025-02-16 16:30:54.255
6.8761473,-0.30645782,0.4309563,2025-02-16 16:30:54.259
4.9799395,-0.93852705,-5.5641246,2025-02-16 16:30:54.263
10.180145,2.3654714,8.8777,2025-02-16 16:30:54.267
10.007763,3.5242648,6.129156,2025-02-16 16:30:54.271
7.795521,2.4037786,-3.3997664,2025-02-16 16:30:54.275
10.821792,1.1109096,5.353435,2025-02-16 16:30:54.278
11.63582,0.37349546,8.935161,2025-02-16 16:30:54.282
9.720459,0.6607997,0.46926352,2025-02-16 16:30:54.288
11.980585,3.5625722,5.4683566,2025-02-16 16:30:54.291
11.300632,4.9320555,3.964798,2025-02-16 16:30:54.295
9.251195,3.2848446,-1.0726024,2025-02-16 16:30:54.299
9.203311,1.0247183,0.90979666,2025-02-16 16:30:54.303
9.988609,-0.4309563,3.2848446,2025-02-16 16:30:54.307
10.093954,0.15322891,3.3423057,2025-02-16 16:30:54.314
9.174581,3.2752678,2.585738,2025-02-16 16:30:54.315
9.557653,5.2863975,7.9870567,2025-02-16 16:30:54.319
9.787497,4.4819455,14.240712,2025-02-16 16:30:54.323
6.540959,1.043872,8.791509,2025-02-16 16:30:54.326
5.439626,-2.1547816,8.169016,2025-02-16 16:30:54.330
8.7532015,-2.0590134,13.072341,2025-02-16 16:30:54.335
9.385271,0.08619126,5.755661,2025-02-16 16:30:54.340
8.868123,1.8770541,-3.5913026,2025-02-16 16:30:54.343
12.564771,3.8115692,4.6255975,2025-02-16 16:30:54.347
12.564771,2.930503,5.861006,2025-02-16 16:30:54.352
8.6095495,0.32561144,-4.1180267,2025-02-16 16:30:54.355
10.888829,-0.6703765,7.632715,2025-02-16 16:30:54.359
7.3166804,0.17238252,1.0055647,2025-02-16 16:30:54.363
7.929596,2.1547816,1.6280571,2025-02-16 16:30:54.367
9.921572,3.821146,5.7843914,2025-02-16 16:30:54.371
9.11712,2.4708161,1.8866309,2025-02-16 16:30:54.377
11.511322,0.63206923,9.576807,2025-02-16 16:30:54.378
9.595961,-1.6950948,3.0933087,2025-02-16 16:30:54.383
11.520899,-0.6512229,5.851429,2025-02-16 16:30:54.387
12.660539,0.8714894,7.565677,2025-02-16 16:30:54.391
10.01734,1.0151415,-2.8538885,2025-02-16 16:30:54.397
10.994174,0.93852705,0.6895301,2025-02-16 16:30:54.399
9.825804,-0.05746084,0.39264908,2025-02-16 16:30:54.403
6.090849,-1.6950948,-5.6215854,2025-02-16 16:30:54.407
7.4028716,-1.283292,5.841852,2025-02-16 16:30:54.411
7.5561004,-0.40222588,10.055647,2025-02-16 16:30:54.415
5.3821654,-0.047884032,1.9632454,2025-02-16 16:30:54.419
5.3438582,0.31603462,1.5131354,2025-02-16 16:30:54.422
8.465898,1.6472107,8.360553,2025-02-16 16:30:54.426
9.165004,2.3175871,9.289502,2025-02-16 16:30:54.432
7.642292,2.0973208,1.043872,2025-02-16 16:30:54.435
8.983045,2.719813,4.2042184,2025-02-16 16:30:54.439
11.032481,3.0262709,6.933608,2025-02-16 16:30:54.443
8.810662,1.8674773,0.641646,2025-02-16 16:30:54.447
8.887277,1.0342951,-0.45968673,2025-02-16 16:30:54.451
9.825804,0.45968673,6.0142345,2025-02-16 16:30:54.456
8.408437,-1.0534488,4.453215,2025-02-16 16:30:54.459
9.500193,-1.0534488,9.557653,2025-02-16 16:30:54.463
9.988609,0.12449849,8.073248,2025-02-16 16:30:54.467
9.059659,1.6950948,5.0757074,2025-02-16 16:30:54.471
10.170568,3.514688,6.4068837,2025-02-16 16:30:54.475
7.422025,3.2465374,-0.11492168,2025-02-16 16:30:54.479
7.7572136,2.1547816,6.1770406,2025-02-16 16:30:54.483
7.6135616,1.2449849,8.24563,2025-02-16 16:30:54.487
7.6135616,1.091756,7.795521,2025-02-16 16:30:54.491
7.7667904,2.030283,5.8705826,2025-02-16 16:30:54.495
9.155427,3.2561142,8.504205,2025-02-16 16:30:54.498
9.174581,3.6583402,7.431602,2025-02-16 16:30:54.503
8.848969,2.585738,6.7324953,2025-02-16 16:30:54.507
7.929596,1.1971009,4.6351743,2025-02-16 16:30:54.511
8.255207,0.62249243,4.663905,2025-02-16 16:30:54.515
9.232041,1.2449849,6.5601125,2025-02-16 16:30:54.519
9.155427,1.2258313,4.156334,2025-02-16 16:30:54.522
5.142745,0.29688102,-8.6574335,2025-02-16 16:30:54.527
6.7612257,0.8331822,-2.930503,2025-02-16 16:30:54.531
5.2480903,1.4460979,-5.631162,2025-02-16 16:30:54.535
3.7445314,2.0590134,-8.944737,2025-02-16 16:30:54.539
3.3901896,2.5378537,-7.920019,2025-02-16 16:30:54.544
3.4476504,3.0933087,-8.389283,2025-02-16 16:30:54.547
6.9527617,3.5051112,1.9536686,2025-02-16 16:30:54.551
7.4986396,3.7349546,1.292869,2025-02-16 16:30:54.555
10.6877165,5.1906295,11.57836,2025-02-16 16:30:54.559
12.612655,6.3206925,19.862297,2025-02-16 16:30:54.563
10.716447,5.6215854,20.54225,2025-02-16 16:30:54.566
10.524911,4.156334,24.526203,2025-02-16 16:30:54.570
10.6877165,2.3463178,27.427975,2025-02-16 16:30:54.575
7.441179,-1.3311762,10.208876,2025-02-16 16:30:54.579
8.839393,-2.2888567,1.8674773,2025-02-16 16:30:54.585
11.712435,-1.532289,-0.7374141,2025-02-16 16:30:54.587
12.603078,-1.5514427,-5.401319,2025-02-16 16:30:54.591
11.923124,-2.327164,-7.383718,2025-02-16 16:30:54.595
10.515334,-2.9113493,-5.717354,2025-02-16 16:30:54.599
9.337387,-1.7908629,5.2385135,2025-02-16 16:30:54.603
8.236053,0.15322891,10.793061,2025-02-16 16:30:54.607
5.5258174,1.340753,7.603985,2025-02-16 16:30:54.611
5.094861,2.8538885,9.739613,2025-02-16 16:30:54.615
5.0374002,4.3287168,9.394848,2025-02-16 16:30:54.618
4.865018,5.0182467,6.6750345,2025-02-16 16:30:54.623
7.536947,6.339846,8.7532015,2025-02-16 16:30:54.627
8.829816,5.717354,6.3685765,2025-02-16 16:30:54.631
8.791509,3.323152,-1.2449849,2025-02-16 16:30:54.635
9.768343,0.641646,-1.6184803,2025-02-16 16:30:54.639
11.798626,-0.7374141,0.46926352,2025-02-16 16:30:54.643
12.689269,-0.2777274,2.1643584,2025-02-16 16:30:54.647
12.564771,1.5610195,0.92895025,2025-02-16 16:30:54.651
13.64695,3.4476504,6.9240313,2025-02-16 16:30:54.655
17.448942,4.3861775,23.72175,2025-02-16 16:30:54.658
12.248735,2.72939,12.852075,2025-02-16 16:30:54.663
10.70687,2.1452048,9.595961,2025-02-16 16:30:54.672
12.124237,2.480393,17.046717,2025-02-16 16:30:54.673
